ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strlen (LI-PaRAD)|1|1.825|1.828|1.833|1.829|0.102|0.509|0.001
strlen (GNU libc 2.34)|1|1.819|1.82|1.863|1.821|0.239|0.512|0.001
strlen (Arm OR 23.01)|1|4.515|4.517|4.667|4.534|0.907|0.205|0.002
strlen (LI-PaRAD)|2|1.825|1.828|1.837|1.828|0.087|1.019|0.001
strlen (GNU libc 2.34)|2|1.82|1.82|1.826|1.82|0.047|1.023|0.0
strlen (Arm OR 23.01)|2|4.515|4.516|4.667|4.525|0.702|0.412|0.003
strlen (LI-PaRAD)|3|1.825|1.828|1.832|1.828|0.109|1.528|0.002
strlen (GNU libc 2.34)|3|1.82|1.82|1.825|1.82|0.037|1.535|0.001
strlen (Arm OR 23.01)|3|4.515|4.517|4.667|4.534|0.93|0.616|0.006
strlen (LI-PaRAD)|4|1.825|1.828|1.835|1.828|0.088|2.037|0.002
strlen (GNU libc 2.34)|4|1.82|1.82|1.822|1.821|0.028|2.046|0.001
strlen (Arm OR 23.01)|4|4.516|4.517|4.667|4.541|1.119|0.82|0.009
strlen (LI-PaRAD)|5|1.825|1.828|1.835|1.829|0.103|2.547|0.003
strlen (GNU libc 2.34)|5|1.82|1.82|1.825|1.821|0.037|2.558|0.001
strlen (Arm OR 23.01)|5|4.515|4.517|4.667|4.531|0.883|1.028|0.009
strlen (LI-PaRAD)|6|1.825|1.828|1.832|1.828|0.078|3.057|0.002
strlen (GNU libc 2.34)|6|1.82|1.821|1.827|1.821|0.055|3.069|0.002
strlen (Arm OR 23.01)|6|4.515|4.517|4.666|4.529|0.843|1.234|0.01
strlen (LI-PaRAD)|7|1.825|1.828|1.842|1.829|0.131|3.565|0.005
strlen (GNU libc 2.34)|7|1.82|1.821|1.826|1.821|0.038|3.581|0.001
strlen (Arm OR 23.01)|7|4.515|4.517|4.667|4.531|0.884|1.439|0.012
strlen (LI-PaRAD)|8|1.825|1.828|1.834|1.829|0.101|4.074|0.004
strlen (GNU libc 2.34)|8|1.82|1.821|1.826|1.821|0.04|4.092|0.002
strlen (Arm OR 23.01)|8|4.515|4.517|4.667|4.534|0.877|1.643|0.014
strlen (LI-PaRAD)|9|1.825|1.828|1.831|1.828|0.058|4.586|0.003
strlen (GNU libc 2.34)|9|1.82|1.82|1.825|1.82|0.039|4.605|0.002
strlen (Arm OR 23.01)|9|4.515|4.517|4.667|4.538|1.017|1.847|0.018
strlen (LI-PaRAD)|10|1.825|1.828|1.832|1.828|0.083|5.095|0.004
strlen (GNU libc 2.34)|10|1.82|1.82|1.826|1.82|0.055|5.116|0.003
strlen (Arm OR 23.01)|10|4.515|4.517|4.667|4.54|1.019|2.051|0.021
strlen (LI-PaRAD)|11|1.825|1.828|1.833|1.828|0.083|5.605|0.005
strlen (GNU libc 2.34)|11|1.82|1.82|1.822|1.82|0.025|5.628|0.001
strlen (Arm OR 23.01)|11|4.515|4.517|4.668|4.541|1.095|2.256|0.024
strlen (LI-PaRAD)|12|1.824|1.828|1.837|1.829|0.12|6.112|0.007
strlen (GNU libc 2.34)|12|1.819|1.82|1.825|1.82|0.036|6.139|0.002
strlen (Arm OR 23.01)|12|4.515|4.517|4.666|4.53|0.793|2.467|0.019
strlen (LI-PaRAD)|13|1.825|1.828|1.833|1.828|0.086|6.622|0.006
