ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
memcmp (LI-PaRAD)|1|3.079|3.114|19.346|6.142|102.245|0.251|0.098
memcmp (Arm OR 23.01)|1|2.694|2.824|18.852|5.629|109.189|0.284|0.11
memcmp (GNU libc 2.39)|1|2.311|2.312|18.325|4.69|121.983|0.35|0.126
memcmp (LI-PaRAD)|2|3.079|3.108|19.303|6.261|101.427|0.497|0.2
memcmp (Arm OR 23.01)|2|2.695|2.838|18.903|5.637|109.17|0.568|0.22
memcmp (GNU libc 2.39)|2|2.308|2.312|19.153|4.693|120.373|0.693|0.252
memcmp (LI-PaRAD)|3|3.079|3.109|19.428|6.461|101.14|0.738|0.305
memcmp (Arm OR 23.01)|3|2.694|2.844|18.908|5.489|109.493|0.856|0.321
memcmp (GNU libc 2.39)|3|1.923|1.927|18.095|3.848|132.56|1.27|0.426
memcmp (LI-PaRAD)|4|3.079|3.098|19.388|6.296|101.777|0.994|0.4
memcmp (Arm OR 23.01)|4|2.694|2.828|18.907|5.394|108.302|1.146|0.427
memcmp (GNU libc 2.39)|4|1.923|1.927|18.629|3.831|133.733|1.707|0.565
memcmp (LI-PaRAD)|5|3.079|3.099|19.242|6.304|101.514|1.239|0.498
memcmp (Arm OR 23.01)|5|2.694|2.838|18.923|5.648|108.87|1.413|0.547
memcmp (GNU libc 2.39)|5|1.923|1.927|18.494|3.806|134.628|2.152|0.702
memcmp (LI-PaRAD)|6|3.079|3.114|19.419|6.299|101.827|1.491|0.6
memcmp (Arm OR 23.01)|6|2.694|2.845|18.961|5.415|108.238|1.711|0.637
memcmp (GNU libc 2.39)|6|1.923|1.927|18.686|3.848|135.755|2.582|0.845
memcmp (LI-PaRAD)|7|3.079|3.138|19.461|6.313|101.618|1.733|0.697
memcmp (Arm OR 23.01)|7|2.694|2.834|18.955|5.637|108.942|1.983|0.768
memcmp (GNU libc 2.39)|7|1.923|1.927|18.794|3.86|135.306|2.999|0.989
memcmp (LI-PaRAD)|8|3.079|3.116|19.348|6.303|101.636|1.984|0.798
memcmp (Arm OR 23.01)|8|2.695|2.809|18.942|5.47|109.841|2.297|0.862
memcmp (GNU libc 2.39)|8|1.709|1.719|17.828|3.481|143.892|3.88|1.235
memcmp (LI-PaRAD)|9|3.079|3.108|19.25|6.258|101.111|2.233|0.895
memcmp (Arm OR 23.01)|9|2.695|2.826|18.946|5.636|109.235|2.556|0.991
memcmp (GNU libc 2.39)|9|1.711|1.718|17.91|3.502|142.988|4.33|1.399
memcmp (LI-PaRAD)|10|3.079|3.119|19.387|6.159|101.935|2.493|0.974
memcmp (Arm OR 23.01)|10|2.695|2.825|26.932|5.677|111.149|2.841|1.102
memcmp (GNU libc 2.39)|10|1.709|1.718|18.648|3.46|142.594|4.832|1.546
memcmp (LI-PaRAD)|11|3.079|3.106|19.385|6.301|101.806|2.733|1.1
memcmp (Arm OR 23.01)|11|2.695|2.848|18.959|5.673|108.261|3.077|1.189
memcmp (GNU libc 2.39)|11|1.71|1.718|18.288|3.515|142.695|5.271|1.715
memcmp (LI-PaRAD)|12|3.079|3.125|27.155|6.392|103.601|2.97|1.2
memcmp (Arm OR 23.01)|12|2.695|2.844|18.936|5.569|108.026|3.389|1.301
memcmp (GNU libc 2.39)|12|1.71|1.718|18.247|3.475|144.561|5.844|1.848
memcmp (LI-PaRAD)|13|3.079|3.086|31.084|6.402|105.407|3.241|1.311
memcmp (Arm OR 23.01)|13|2.695|2.833|18.951|5.38|107.703|3.711|1.379
memcmp (GNU libc 2.39)|13|1.71|1.719|18.485|3.498|143.713|6.28|2.015
memcmp (LI-PaRAD)|14|3.08|3.084|19.206|6.277|101.976|3.497|1.408
memcmp (Arm OR 23.01)|14|2.696|2.873|18.963|5.555|106.369|3.915|1.498
memcmp (GNU libc 2.39)|14|1.709|1.719|18.25|3.495|143.607|6.763|2.17
memcmp (LI-PaRAD)|15|3.079|3.085|19.441|6.289|101.837|3.735|1.504
memcmp (Arm OR 23.01)|15|2.695|2.847|18.96|5.667|108.639|4.215|1.631
memcmp (GNU libc 2.39)|15|1.709|1.719|18.066|3.425|143.729|7.334|2.293
memcmp (LI-PaRAD)|16|3.079|3.084|19.192|6.274|102.063|4.001|1.611
memcmp (Arm OR 23.01)|16|2.695|2.858|18.949|5.519|108.873|4.517|1.69
memcmp (GNU libc 2.39)|16|1.58|1.721|18.307|3.434|143.447|7.798|2.451
memcmp (LI-PaRAD)|17|3.079|3.084|19.454|6.134|102.554|4.277|1.673
memcmp (Arm OR 23.01)|17|2.695|2.852|18.925|5.665|108.505|4.773|1.847
memcmp (GNU libc 2.39)|17|2.021|2.033|18.281|4.265|130.409|6.793|2.387
memcmp (LI-PaRAD)|18|3.079|3.084|19.121|6.282|101.838|4.488|1.807
memcmp (Arm OR 23.01)|18|2.695|2.851|18.963|5.681|108.074|5.021|1.939
memcmp (GNU libc 2.39)|18|2.019|2.033|26.026|4.069|134.671|7.273|2.415
memcmp (LI-PaRAD)|19|3.079|3.084|19.255|6.124|102.519|4.786|1.872
memcmp (Arm OR 23.01)|19|2.695|2.848|18.929|5.665|108.245|5.322|2.056
memcmp (GNU libc 2.39)|19|2.02|2.033|18.135|4.076|129.913|7.633|2.571
memcmp (LI-PaRAD)|20|3.079|3.084|19.34|6.231|101.777|5.014|2.013
memcmp (Arm OR 23.01)|20|2.695|2.839|18.954|5.653|108.815|5.643|2.184
memcmp (GNU libc 2.39)|20|1.976|1.983|18.177|3.916|132.837|8.278|2.692
memcmp (LI-PaRAD)|21|3.079|3.084|19.34|6.126|102.54|5.289|2.068
memcmp (Arm OR 23.01)|21|2.694|2.858|18.957|5.677|108.307|5.874|2.27
memcmp (GNU libc 2.39)|21|2.02|2.033|30.032|4.233|137.185|8.429|2.86
memcmp (LI-PaRAD)|22|3.079|3.083|19.127|6.235|101.574|5.502|2.208
memcmp (Arm OR 23.01)|22|2.695|2.846|18.921|5.579|107.895|6.193|2.377
memcmp (GNU libc 2.39)|22|2.019|2.035|18.24|4.12|130.679|8.815|2.98
memcmp (LI-PaRAD)|23|3.079|3.084|19.276|6.289|102.02|5.737|2.311
memcmp (Arm OR 23.01)|23|2.695|2.828|18.957|5.657|108.854|6.486|2.51
memcmp (GNU libc 2.39)|23|2.018|2.032|18.234|4.116|130.842|9.236|3.123
memcmp (LI-PaRAD)|24|3.079|3.084|19.273|6.284|101.989|5.988|2.41
memcmp (Arm OR 23.01)|24|2.951|3.08|19.148|6.054|103.511|6.169|2.42
memcmp (GNU libc 2.39)|24|2.005|2.017|26.016|4.168|135.6|9.769|3.311
memcmp (LI-PaRAD)|25|3.079|3.084|19.237|6.124|102.535|6.298|2.462
memcmp (Arm OR 23.01)|25|2.952|3.066|19.145|6.049|103.755|6.445|2.531
memcmp (GNU libc 2.39)|25|2.019|2.032|18.157|4.118|130.697|10.024|3.389
memcmp (LI-PaRAD)|26|3.079|3.083|19.352|6.424|101.674|6.463|2.677
memcmp (Arm OR 23.01)|26|2.951|3.058|19.105|5.998|103.402|6.726|2.633
memcmp (GNU libc 2.39)|26|2.019|2.033|26.083|4.199|134.38|10.414|3.535
memcmp (LI-PaRAD)|27|3.079|3.085|19.293|6.254|101.336|6.717|2.695
memcmp (Arm OR 23.01)|27|2.951|3.071|19.135|6.051|103.708|6.956|2.73
memcmp (GNU libc 2.39)|27|2.019|2.034|18.104|4.107|131.137|10.886|3.673
memcmp (LI-PaRAD)|28|3.079|3.084|19.213|6.285|101.818|6.975|2.808
memcmp (Arm OR 23.01)|28|2.951|3.081|19.136|6.054|103.617|7.204|2.826
memcmp (GNU libc 2.39)|28|2.004|2.017|18.042|4.096|131.358|11.343|3.838
memcmp (LI-PaRAD)|29|3.079|3.085|19.3|6.291|101.792|7.216|2.905
memcmp (Arm OR 23.01)|29|2.951|3.06|19.12|6.043|103.917|7.495|2.943
memcmp (GNU libc 2.39)|29|2.02|2.034|18.107|4.109|131.118|11.683|3.939
