        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s |     SPEEDUP
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           1 |          2.695 |          2.751 |          2.951 |          2.776 |          3.017 |          0.336 |          0.010 |
             memcmp (LI-PaRAD) |           1 |          3.125 |          3.395 |          3.470 |          3.385 |          2.531 |          0.275 |          0.007 |     -17.98%
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           2 |          2.695 |          2.802 |          2.953 |          2.798 |          3.097 |          0.666 |          0.021 |
             memcmp (LI-PaRAD) |           2 |          3.112 |          3.382 |          3.469 |          3.370 |          2.732 |          0.553 |          0.015 |     -16.98%
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           3 |          2.694 |          2.697 |          2.705 |          2.697 |          0.075 |          1.036 |          0.001 |
             memcmp (LI-PaRAD) |           3 |          3.117 |          3.340 |          3.469 |          3.351 |          2.771 |          0.834 |          0.023 |     -19.53%
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           4 |          2.695 |          2.697 |          2.700 |          2.696 |          0.061 |          1.382 |          0.001 |
             memcmp (LI-PaRAD) |           4 |          3.208 |          3.442 |          3.469 |          3.393 |          2.558 |          1.099 |          0.029 |     -20.52%
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           5 |          2.695 |          2.696 |          2.705 |          2.697 |          0.076 |          1.727 |          0.001 |
             memcmp (LI-PaRAD) |           5 |          3.208 |          3.381 |          3.470 |          3.379 |          2.323 |          1.379 |          0.032 |     -20.20%
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           6 |          2.695 |          2.696 |          2.700 |          2.697 |          0.064 |          2.072 |          0.001 |
             memcmp (LI-PaRAD) |           6 |          3.144 |          3.386 |          3.469 |          3.377 |          2.579 |          1.656 |          0.043 |     -20.14%
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           7 |          2.694 |          2.696 |          2.700 |          2.697 |          0.065 |          2.418 |          0.002 |
             memcmp (LI-PaRAD) |           7 |          3.157 |          3.366 |          3.469 |          3.372 |          2.365 |          1.934 |          0.046 |     -20.03%
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
         memcmp (Arm OR 23.01) |           8 |          2.695 |          2.697 |          2.700 |          2.697 |          0.066 |          2.763 |          0.002 |
             memcmp (LI-PaRAD) |           8 |          3.173 |          3.391 |          3.470 |          3.380 |          2.397 |          2.206 |          0.054 |     -20.22%
