ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (Arm OR 23.01)|30|6.843|7.131|23.132|14.391|55.544|2.689|1.359
strncmp (GNU libc 2.39)|30|6.256|6.276|22.284|12.608|62.38|3.188|1.573
strncmp (LI-PaRAD)|31|4.236|4.239|20.432|8.445|83.01|5.372|2.381
strncmp (Arm OR 23.01)|31|6.403|7.123|23.131|13.526|58.505|2.999|1.495
strncmp (GNU libc 2.39)|31|6.256|6.277|22.295|12.609|62.368|3.293|1.625
strncmp (LI-PaRAD)|32|4.236|4.238|20.247|8.477|83.32|5.549|2.467
strncmp (Arm OR 23.01)|32|6.924|7.129|35.125|14.288|57.177|2.899|1.448
strncmp (GNU libc 2.39)|32|6.26|6.276|34.26|12.608|63.497|3.406|1.674
strncmp (LI-PaRAD)|33|7.124|7.131|23.136|14.337|55.531|2.96|1.487
strncmp (Arm OR 23.01)|33|10.407|26.489|42.523|21.089|37.412|1.765|0.84
strncmp (GNU libc 2.39)|33|7.288|7.408|23.451|14.793|54.25|2.85|1.438
strncmp (LI-PaRAD)|34|7.123|7.13|23.138|14.138|55.939|3.083|1.526
strncmp (Arm OR 23.01)|34|10.399|26.403|26.521|20.828|36.657|1.84|0.88
strncmp (GNU libc 2.39)|34|7.279|7.394|23.427|14.633|54.761|2.967|1.48
strncmp (LI-PaRAD)|35|7.124|7.131|23.135|14.416|55.557|3.132|1.584
strncmp (Arm OR 23.01)|35|10.418|26.522|26.757|21.17|35.962|1.855|0.887
strncmp (GNU libc 2.39)|35|7.291|7.407|23.434|14.753|54.17|3.026|1.523
strncmp (LI-PaRAD)|36|7.124|7.13|23.135|14.257|56.063|3.254|1.626
strncmp (Arm OR 23.01)|36|10.399|26.403|26.519|20.785|36.633|1.95|0.931
strncmp (GNU libc 2.39)|36|7.233|7.396|23.425|14.632|54.734|3.14|1.566
strncmp (LI-PaRAD)|37|7.124|7.13|23.134|14.178|55.886|3.35|1.664
strncmp (Arm OR 23.01)|37|10.408|26.527|26.866|21.201|35.844|1.956|0.93
strncmp (GNU libc 2.39)|37|7.29|7.394|23.425|14.792|54.244|3.196|1.613
strncmp (LI-PaRAD)|38|7.124|7.13|23.138|14.218|55.979|3.438|1.713
strncmp (Arm OR 23.01)|38|10.399|26.403|26.517|20.826|36.643|2.056|0.983
strncmp (GNU libc 2.39)|38|7.274|7.403|23.41|14.517|54.871|3.329|1.642
strncmp (LI-PaRAD)|39|7.125|7.13|23.138|14.26|56.032|3.523|1.759
strncmp (Arm OR 23.01)|39|10.416|26.492|30.691|21.089|36.107|2.074|0.985
strncmp (GNU libc 2.39)|39|7.287|7.388|23.415|14.627|54.783|3.405|1.7
strncmp (LI-PaRAD)|40|7.124|7.13|23.135|14.178|55.886|3.622|1.799
strncmp (Arm OR 23.01)|40|11.676|27.962|28.7|24.218|28.173|1.747|0.751
strncmp (GNU libc 2.39)|40|7.277|7.394|23.406|14.632|54.749|3.49|1.741
strncmp (LI-PaRAD)|41|7.123|7.131|23.132|14.257|56.063|3.706|1.851
strncmp (Arm OR 23.01)|41|11.539|27.781|44.002|24.015|30.189|1.824|0.793
strncmp (GNU libc 2.39)|41|8.345|24.347|24.391|16.763|47.91|2.991|1.504
strncmp (LI-PaRAD)|42|7.124|7.13|23.134|14.257|56.063|3.796|1.897
strncmp (Arm OR 23.01)|42|11.324|27.917|28.716|24.261|28.18|1.832|0.789
strncmp (GNU libc 2.39)|42|8.334|24.359|24.384|16.881|47.365|3.038|1.537
strncmp (LI-PaRAD)|43|7.124|7.131|23.132|14.376|55.476|3.852|1.942
strncmp (Arm OR 23.01)|43|11.591|28.001|44.373|23.999|30.271|1.912|0.826
strncmp (GNU libc 2.39)|43|8.35|24.345|24.398|16.646|48.087|3.152|1.57
strncmp (LI-PaRAD)|44|7.125|7.13|23.151|14.258|56.069|3.977|1.987
strncmp (Arm OR 23.01)|44|11.509|27.92|28.715|24.041|28.64|1.94|0.831
strncmp (GNU libc 2.39)|44|8.344|24.351|24.4|16.763|47.923|3.211|1.615
strncmp (LI-PaRAD)|45|7.124|7.13|23.135|14.257|56.063|4.067|2.032
strncmp (Arm OR 23.01)|45|11.213|27.86|28.65|23.931|28.939|2.0|0.871
strncmp (GNU libc 2.39)|45|8.341|24.355|24.393|16.763|47.916|3.283|1.651
strncmp (LI-PaRAD)|46|7.123|7.13|23.136|14.257|56.065|4.158|2.077
strncmp (Arm OR 23.01)|46|11.488|27.904|28.718|24.021|28.802|2.034|0.879
strncmp (GNU libc 2.39)|46|8.335|24.354|24.391|16.764|47.902|3.356|1.687
strncmp (LI-PaRAD)|47|7.124|7.131|23.133|14.376|55.475|4.21|2.122
strncmp (Arm OR 23.01)|47|11.391|28.034|28.716|24.112|28.978|2.076|0.909
strncmp (GNU libc 2.39)|47|8.337|24.357|24.395|16.882|47.36|3.399|1.72
strncmp (LI-PaRAD)|48|7.124|7.13|23.135|14.178|56.03|4.349|2.159
strncmp (Arm OR 23.01)|48|11.136|27.943|28.652|24.058|28.973|2.125|0.93
strncmp (GNU libc 2.39)|48|8.336|24.352|24.393|16.645|48.095|3.519|1.753
strncmp (LI-PaRAD)|49|7.124|7.131|23.133|14.217|55.974|4.433|2.208
strncmp (Arm OR 23.01)|49|11.392|28.048|28.718|24.279|28.369|2.14|0.93
strncmp (GNU libc 2.39)|49|9.629|25.747|26.363|19.738|39.64|2.857|1.39
strncmp (LI-PaRAD)|50|7.125|7.13|23.161|14.178|56.03|4.53|2.248
strncmp (Arm OR 23.01)|50|11.045|27.745|28.683|23.997|28.664|2.21|0.952
strncmp (GNU libc 2.39)|50|9.592|25.782|26.256|19.862|39.406|2.903|1.431
strncmp (LI-PaRAD)|51|7.125|7.131|23.137|14.257|56.063|4.61|2.303
strncmp (Arm OR 23.01)|51|10.79|28.042|28.714|24.017|29.07|2.263|0.992
strncmp (GNU libc 2.39)|51|9.634|25.77|38.115|19.836|40.373|2.971|1.452
strncmp (LI-PaRAD)|52|7.125|7.13|27.129|14.258|56.204|4.701|2.347
strncmp (Arm OR 23.01)|52|11.39|28.002|28.714|24.302|28.103|2.263|0.971
