ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strcpy (LI-PaRAD)|82|3.835|3.899|4.015|3.927|1.405|19.449|0.273
strcpy (GNU libc 2.39)|82|5.315|5.319|5.36|5.321|0.144|14.353|0.021
strcpy (Arm OR 23.01)|82|9.94|10.38|10.689|10.361|1.629|7.373|0.12
strcpy (LI-PaRAD)|83|4.015|4.02|4.058|4.024|0.228|19.208|0.044
strcpy (GNU libc 2.39)|83|5.248|5.252|5.262|5.252|0.044|14.718|0.007
strcpy (Arm OR 23.01)|83|9.627|9.729|10.434|9.763|1.624|7.92|0.124
strcpy (LI-PaRAD)|84|3.837|3.903|3.995|3.925|1.376|19.935|0.273
strcpy (GNU libc 2.39)|84|5.315|5.319|5.36|5.32|0.086|14.705|0.013
strcpy (Arm OR 23.01)|84|10.064|10.368|10.669|10.379|1.308|7.539|0.099
strcpy (LI-PaRAD)|85|3.817|3.953|3.975|3.949|0.697|20.049|0.143
strcpy (GNU libc 2.39)|85|5.282|5.287|5.296|5.286|0.045|14.975|0.007
strcpy (Arm OR 23.01)|85|9.628|9.707|10.37|9.752|1.551|8.119|0.122
strcpy (LI-PaRAD)|86|3.852|3.881|3.993|3.897|1.045|20.555|0.212
strcpy (GNU libc 2.39)|86|5.315|5.32|5.362|5.321|0.166|15.051|0.025
strcpy (Arm OR 23.01)|86|9.977|10.302|10.663|10.303|1.595|7.776|0.124
strcpy (LI-PaRAD)|87|3.894|4.019|4.068|4.006|1.07|20.229|0.22
strcpy (GNU libc 2.39)|87|5.248|5.252|5.263|5.252|0.043|15.428|0.007
strcpy (Arm OR 23.01)|87|9.628|9.725|10.68|9.846|2.683|8.235|0.213
strcpy (LI-PaRAD)|88|3.785|3.825|3.873|3.824|0.406|21.431|0.087
strcpy (GNU libc 2.39)|88|5.316|5.32|5.343|5.32|0.062|15.405|0.009
strcpy (Arm OR 23.01)|88|9.859|10.319|10.659|10.308|1.841|7.953|0.147
strcpy (LI-PaRAD)|89|3.617|3.657|3.767|3.661|0.707|22.639|0.157
strcpy (GNU libc 2.39)|89|5.289|5.294|5.322|5.294|0.067|15.657|0.01
strcpy (Arm OR 23.01)|89|9.74|10.445|11.121|10.448|2.733|7.939|0.218
strcpy (LI-PaRAD)|90|3.799|3.829|3.878|3.829|0.363|21.889|0.079
strcpy (GNU libc 2.39)|90|5.316|5.321|5.364|5.32|0.102|15.755|0.016
strcpy (Arm OR 23.01)|90|9.973|10.313|10.784|10.305|1.814|8.136|0.147
strcpy (LI-PaRAD)|91|3.811|3.853|3.862|3.852|0.185|21.999|0.041
strcpy (GNU libc 2.39)|91|5.26|5.265|5.283|5.265|0.053|16.098|0.009
strcpy (Arm OR 23.01)|91|9.506|10.238|10.904|10.259|2.962|8.268|0.245
strcpy (LI-PaRAD)|92|3.788|3.828|3.882|3.826|0.41|22.393|0.092
strcpy (GNU libc 2.39)|92|5.316|5.319|5.346|5.32|0.062|16.105|0.01
strcpy (Arm OR 23.01)|92|9.862|10.293|10.784|10.301|1.848|8.32|0.153
strcpy (LI-PaRAD)|93|3.607|3.661|3.758|3.662|0.518|23.649|0.122
strcpy (GNU libc 2.39)|93|5.289|5.294|5.314|5.294|0.065|16.361|0.011
