ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (LI-PaRAD)|64|7.193|7.32|7.325|7.315|0.272|8.148|0.022
strncmp (GNU libc 2.39)|64|10.498|10.512|10.565|10.514|0.104|5.669|0.006
strncmp (Arm OR 23.01)|64|10.546|10.772|10.891|10.758|0.663|5.541|0.037
strncmp (LI-PaRAD)|128|13.917|14.037|14.066|14.029|0.19|8.497|0.016
strncmp (GNU libc 2.39)|128|19.435|19.449|19.555|19.462|0.146|6.125|0.009
strncmp (Arm OR 23.01)|128|21.568|21.573|21.58|21.573|0.009|5.526|0.001
strncmp (LI-PaRAD)|256|26.193|26.196|26.206|26.197|0.01|9.101|0.001
strncmp (GNU libc 2.39)|256|37.159|37.187|37.248|37.193|0.049|6.41|0.003
strncmp (Arm OR 23.01)|256|40.443|40.448|40.473|40.448|0.009|5.894|0.001
strncmp (LI-PaRAD)|512|51.442|51.996|52.411|51.932|0.449|9.182|0.041
strncmp (GNU libc 2.39)|512|72.801|72.892|72.935|72.888|0.034|6.542|0.002
strncmp (Arm OR 23.01)|512|74.302|74.353|74.379|74.348|0.022|6.414|0.001
strncmp (LI-PaRAD)|1024|103.209|103.242|103.36|103.247|0.021|9.237|0.002
strncmp (GNU libc 2.39)|1024|143.87|144.3|144.935|144.346|0.135|6.607|0.009
strncmp (Arm OR 23.01)|1024|146.721|146.769|147.065|146.77|0.026|6.498|0.002
strncmp (LI-PaRAD)|2048|202.598|204.287|205.884|204.239|0.349|9.339|0.033
strncmp (GNU libc 2.39)|2048|286.367|286.938|287.527|286.929|0.046|6.647|0.003
strncmp (Arm OR 23.01)|2048|286.938|286.988|287.055|286.992|0.009|6.646|0.001
strncmp (LI-PaRAD)|4096|411.652|411.821|412.284|411.814|0.034|9.263|0.003
strncmp (GNU libc 2.39)|4096|573.533|578.374|582.733|577.94|0.311|6.601|0.021
strncmp (Arm OR 23.01)|4096|570.121|570.562|570.804|570.511|0.029|6.686|0.002
strncmp (LI-PaRAD)|8192|790.541|791.075|791.791|791.087|0.02|9.644|0.002
strncmp (GNU libc 2.39)|8192|1144.704|1149.416|1152.543|1149.382|0.13|6.638|0.009
strncmp (Arm OR 23.01)|8192|1137.105|1137.586|1138.214|1137.593|0.018|6.707|0.001
strncmp (LI-PaRAD)|16384|1580.338|1581.49|1582.284|1581.3|0.039|9.65|0.004
strncmp (GNU libc 2.39)|16384|2288.764|2290.032|2292.455|2290.059|0.029|6.663|0.002
strncmp (Arm OR 23.01)|16384|2240.059|2246.388|2246.914|2245.385|0.101|6.796|0.007
strncmp (LI-PaRAD)|32768|3165.723|3169.864|3178.204|3169.492|0.07|9.629|0.007
strncmp (GNU libc 2.39)|32768|4592.165|4595.051|4603.986|4595.76|0.048|6.64|0.003
strncmp (Arm OR 23.01)|32768|4483.864|4501.752|4510.802|4500.563|0.113|6.781|0.008
strncmp (LI-PaRAD)|65536|6398.612|6402.943|6408.452|6403.063|0.033|9.532|0.003
strncmp (GNU libc 2.39)|65536|9181.969|9186.921|9192.609|9187.278|0.026|6.643|0.002
strncmp (Arm OR 23.01)|65536|9104.292|9109.9|9115.089|9110.027|0.027|6.7|0.002
strncmp (LI-PaRAD)|131072|12773.218|12780.103|12785.469|12780.204|0.022|9.552|0.002
strncmp (GNU libc 2.39)|131072|18376.977|18384.138|18419.134|18384.676|0.027|6.64|0.002
strncmp (Arm OR 23.01)|131072|18285.25|18290.076|18296.146|18290.382|0.015|6.674|0.001
strncmp (LI-PaRAD)|262144|25817.29|25924.65|26022.74|25922.012|0.171|9.418|0.016
strncmp (GNU libc 2.39)|262144|37343.41|37406.46|37479.69|37406.211|0.066|6.527|0.004
strncmp (Arm OR 23.01)|262144|37859.66|37923.76|38031.15|37926.2|0.066|6.437|0.004
strncmp (LI-PaRAD)|524288|52032.2|52110.24|52218.11|52106.161|0.067|9.371|0.006
strncmp (GNU libc 2.39)|524288|74833.52|74950.72|75085.77|74950.81|0.059|6.515|0.004
strncmp (Arm OR 23.01)|524288|76278.62|76356.48|76745.63|76377.696|0.094|6.393|0.006
strncmp (LI-PaRAD)|1048576|104176.5|104219.35|104287.39|104223.636|0.023|9.37|0.002
strncmp (GNU libc 2.39)|1048576|149348.1|149462.14|150116.05|149468.354|0.064|6.534|0.004
strncmp (Arm OR 23.01)|1048576|151652.79|151788.24|152802.27|151802.13|0.075|6.433|0.005
strncmp (LI-PaRAD)|2097152|208323.4|208389.9|209245.4|208457.032|0.078|9.369|0.007
strncmp (GNU libc 2.39)|2097152|298335.8|299382.3|301765.2|299313.114|0.203|6.525|0.013
strncmp (Arm OR 23.01)|2097152|302389.1|303629.0|307114.3|303709.281|0.215|6.431|0.014
strncmp (LI-PaRAD)|4194304|416719.3|417016.9|418434.6|417001.12|0.066|9.367|0.006
strncmp (GNU libc 2.39)|4194304|596576.2|597264.6|607926.2|597679.781|0.283|6.536|0.018
strncmp (Arm OR 23.01)|4194304|604743.5|607360.8|612196.0|607494.619|0.223|6.43|0.014
strncmp (LI-PaRAD)|8388608|837452.5|840110.8|844678.0|840042.312|0.18|9.3|0.017
strncmp (GNU libc 2.39)|8388608|1195135.1|1203974.9|1209256.7|1202159.36|0.335|6.499|0.022
strncmp (Arm OR 23.01)|8388608|1198723.0|1218201.9|1232999.9|1217695.073|0.379|6.416|0.024
strncmp (LI-PaRAD)|16777216|1669463.0|1674310.5|1681520.5|1673689.48|0.136|9.336|0.013
strncmp (GNU libc 2.39)|16777216|2391085.5|2394976.0|2399282.0|2394954.441|0.077|6.524|0.005
strncmp (Arm OR 23.01)|16777216|2402269.0|2445588.5|2484571.5|2445512.302|0.798|6.39|0.051
strncmp (LI-PaRAD)|33554432|3341763.5|3344671.0|3354004.5|3345251.886|0.062|9.342|0.006
strncmp (GNU libc 2.39)|33554432|4783022.5|4806850.0|4811721.5|4800566.861|0.214|6.51|0.014
strncmp (Arm OR 23.01)|33554432|4789077.5|4883386.5|4977099.5|4882154.411|0.856|6.401|0.055
strncmp (LI-PaRAD)|67108864|6679974.5|6684693.0|6691609.5|6684524.525|0.032|9.35|0.003
strncmp (GNU libc 2.39)|67108864|9564907.0|9569793.0|9613523.0|9573402.045|0.12|6.529|0.008
strncmp (Arm OR 23.01)|67108864|9628775.0|9765656.0|9887511.5|9763376.926|0.546|6.402|0.035
strncmp (LI-PaRAD)|134217728|13357277.5|13361513.5|13434896.5|13363139.223|0.065|9.354|0.006
strncmp (GNU libc 2.39)|134217728|19129916.0|19200653.5|19226347.5|19177407.837|0.175|6.518|0.011
strncmp (Arm OR 23.01)|134217728|19291454.0|19474487.0|19703918.0|19470924.574|0.412|6.42|0.026
strncmp (LI-PaRAD)|268435456|26711034.5|26717048.0|26735055.5|26717629.46|0.015|9.357|0.001
strncmp (GNU libc 2.39)|268435456|38250598.5|38284944.0|38420998.5|38294152.46|0.093|6.528|0.006
strncmp (Arm OR 23.01)|268435456|38702340.5|39022672.5|39361640.0|39036968.297|0.314|6.404|0.02
strncmp (LI-PaRAD)|536870912|53421151.0|53430087.0|53481354.5|53432465.144|0.015|9.358|0.001
strncmp (GNU libc 2.39)|536870912|76513529.5|76564850.0|76831464.0|76597868.257|0.109|6.528|0.007
strncmp (Arm OR 23.01)|536870912|77509239.5|78058636.5|78497848.5|78046037.698|0.264|6.407|0.017
