ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
memcmp (LI-PaRAD)|64|4.332|4.334|4.339|4.334|0.044|13.751|0.006
memcmp (GNU libc 2.39)|64|4.496|4.572|4.59|4.566|0.489|13.056|0.064
memcmp (Arm OR 23.01)|64|4.773|4.777|4.809|4.777|0.087|12.477|0.011
memcmp (LI-PaRAD)|128|7.7|7.706|8.186|7.777|1.537|15.332|0.231
memcmp (GNU libc 2.39)|128|7.911|7.916|7.93|7.916|0.03|15.059|0.005
memcmp (Arm OR 23.01)|128|9.182|9.299|9.607|9.32|0.792|12.791|0.1
memcmp (LI-PaRAD)|256|13.672|13.748|13.898|13.726|0.375|17.37|0.065
memcmp (GNU libc 2.39)|256|8.682|8.698|8.706|8.698|0.035|27.411|0.01
memcmp (Arm OR 23.01)|256|17.716|17.799|17.986|17.788|0.393|13.403|0.053
memcmp (LI-PaRAD)|512|26.754|26.764|26.883|26.78|0.11|17.805|0.019
memcmp (GNU libc 2.39)|512|15.928|15.972|16.07|15.976|0.168|29.847|0.05
memcmp (Arm OR 23.01)|512|33.867|33.91|34.348|33.944|0.304|14.048|0.042
memcmp (LI-PaRAD)|1024|51.467|51.598|51.73|51.594|0.123|18.484|0.023
memcmp (GNU libc 2.39)|1024|30.073|30.136|30.272|30.136|0.105|31.645|0.033
memcmp (Arm OR 23.01)|1024|65.97|66.01|66.529|66.043|0.157|14.44|0.023
memcmp (LI-PaRAD)|2048|102.071|102.197|102.814|102.214|0.101|18.66|0.019
memcmp (GNU libc 2.39)|2048|56.605|56.956|61.588|56.931|0.858|33.505|0.268
memcmp (Arm OR 23.01)|2048|129.399|129.535|129.796|129.528|0.073|14.725|0.011
memcmp (LI-PaRAD)|4096|202.696|202.976|203.524|203.037|0.069|18.788|0.013
memcmp (GNU libc 2.39)|4096|108.533|108.819|109.226|108.788|0.172|35.066|0.06
memcmp (Arm OR 23.01)|4096|257.901|258.092|259.026|258.14|0.086|14.778|0.013
memcmp (LI-PaRAD)|8192|405.662|405.796|407.052|405.836|0.048|18.799|0.009
memcmp (GNU libc 2.39)|8192|213.192|213.464|214.023|213.48|0.079|35.738|0.028
memcmp (Arm OR 23.01)|8192|514.671|515.066|515.509|515.064|0.043|14.813|0.006
memcmp (LI-PaRAD)|16384|811.637|811.835|813.363|811.849|0.026|18.795|0.005
memcmp (GNU libc 2.39)|16384|425.161|426.575|427.884|426.586|0.131|35.77|0.047
memcmp (Arm OR 23.01)|16384|1043.029|1043.619|1049.603|1043.715|0.068|14.62|0.01
memcmp (LI-PaRAD)|32768|1624.995|1627.653|1643.47|1627.948|0.144|18.746|0.027
memcmp (GNU libc 2.39)|32768|888.712|889.545|895.776|890.737|0.219|34.261|0.075
memcmp (Arm OR 23.01)|32768|2078.778|2079.747|2085.301|2080.396|0.07|14.669|0.01
memcmp (LI-PaRAD)|65536|3244.577|3247.785|3251.502|3247.652|0.065|18.794|0.012
memcmp (GNU libc 2.39)|65536|1905.229|1908.375|1927.865|1909.007|0.13|31.972|0.041
memcmp (Arm OR 23.01)|65536|4352.203|4362.289|4370.471|4361.981|0.088|13.993|0.012
memcmp (LI-PaRAD)|131072|6474.231|6480.745|6497.88|6481.097|0.052|18.835|0.01
memcmp (GNU libc 2.39)|131072|3688.322|3692.63|3706.291|3692.735|0.066|33.057|0.022
memcmp (Arm OR 23.01)|131072|9212.657|9216.325|9222.004|9216.559|0.023|13.245|0.003
memcmp (LI-PaRAD)|262144|12928.36|12974.51|13076.63|12969.174|0.177|18.825|0.033
