ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
memcpy (LI-PaRAD)|64|2.108|2.108|2.113|2.109|0.034|28.267|0.01
memcpy (GNU libc 2.34)|64|2.126|2.128|2.176|2.133|0.443|27.942|0.123
memcpy (Arm OR 23.01)|64|2.115|2.118|2.18|2.122|0.654|28.086|0.18
memcpy (LI-PaRAD)|128|3.611|3.613|3.624|3.613|0.04|32.993|0.013
memcpy (GNU libc 2.34)|128|2.752|2.824|2.829|2.821|0.5|42.259|0.216
memcpy (Arm OR 23.01)|128|2.468|2.469|2.472|2.469|0.032|48.274|0.015
memcpy (LI-PaRAD)|256|6.02|6.022|6.323|6.047|1.358|39.434|0.515
memcpy (GNU libc 2.34)|256|5.116|5.416|5.842|5.414|1.645|44.052|0.707
memcpy (Arm OR 23.01)|256|3.877|3.885|3.887|3.885|0.036|61.376|0.022
memcpy (LI-PaRAD)|512|11.44|11.456|11.503|11.457|0.077|41.618|0.032
memcpy (GNU libc 2.34)|512|8.425|8.626|9.027|8.635|2.095|55.248|1.151
memcpy (Arm OR 23.01)|512|6.875|6.889|7.045|6.917|0.875|68.94|0.595
memcpy (LI-PaRAD)|1024|21.682|22.263|22.337|22.109|0.956|43.14|0.415
memcpy (GNU libc 2.34)|1024|15.106|15.302|16.175|15.364|1.427|62.085|0.868
memcpy (Arm OR 23.01)|1024|11.909|12.306|12.898|12.348|1.74|77.258|1.327
memcpy (LI-PaRAD)|2048|46.372|46.752|47.235|46.78|0.282|40.773|0.114
memcpy (GNU libc 2.34)|2048|27.985|28.324|28.587|28.3|0.458|67.4|0.309
memcpy (Arm OR 23.01)|2048|21.379|21.769|21.979|21.776|0.414|87.592|0.364
memcpy (LI-PaRAD)|4096|84.147|84.259|84.778|84.265|0.08|45.27|0.036
memcpy (GNU libc 2.34)|4096|53.91|54.093|54.65|54.155|0.377|70.441|0.264
memcpy (Arm OR 23.01)|4096|41.766|42.176|42.429|42.162|0.323|90.478|0.293
memcpy (LI-PaRAD)|8192|165.043|165.45|165.843|165.387|0.099|46.131|0.046
memcpy (GNU libc 2.34)|8192|107.427|108.038|111.494|108.092|0.351|70.583|0.242
memcpy (Arm OR 23.01)|8192|80.4|81.072|82.093|81.108|0.372|94.066|0.349
memcpy (LI-PaRAD)|16384|318.979|319.296|319.731|319.312|0.036|47.787|0.017
memcpy (GNU libc 2.34)|16384|211.456|211.949|212.438|211.964|0.09|71.988|0.065
memcpy (Arm OR 23.01)|16384|158.938|159.725|160.979|159.873|0.333|95.444|0.317
memcpy (LI-PaRAD)|32768|627.232|627.552|629.056|627.613|0.049|48.625|0.024
memcpy (GNU libc 2.34)|32768|419.232|420.128|421.472|420.146|0.097|72.636|0.07
memcpy (Arm OR 23.01)|32768|314.944|318.176|319.968|318.153|0.346|95.922|0.333
memcpy (LI-PaRAD)|65536|1243.936|1244.512|1245.952|1244.6|0.035|49.04|0.017
memcpy (GNU libc 2.34)|65536|839.872|840.224|841.888|840.287|0.046|72.636|0.033
memcpy (Arm OR 23.01)|65536|636.8|640.128|644.416|640.191|0.268|95.34|0.256
memcpy (LI-PaRAD)|131072|2475.488|2476.608|2484.64|2476.887|0.046|49.284|0.023
memcpy (GNU libc 2.34)|131072|1708.16|1712.128|1846.816|1713.969|0.811|71.225|0.539
