ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strchr (LI-PaRAD)|97|10.398|10.402|10.416|10.402|0.026|8.685|0.002
strchr (GNU libc 2.39)|97|5.967|5.97|5.978|5.97|0.03|15.132|0.005
strchr (Arm OR 23.01)|97|18.836|18.853|18.879|18.853|0.041|4.792|0.002
strchr (LI-PaRAD)|98|10.398|10.402|10.599|10.411|0.355|8.766|0.031
strchr (GNU libc 2.39)|98|5.965|5.97|5.982|5.97|0.038|15.288|0.006
strchr (Arm OR 23.01)|98|18.832|18.854|18.876|18.854|0.045|4.841|0.002
strchr (LI-PaRAD)|99|10.398|10.402|10.631|10.418|0.485|8.85|0.042
strchr (GNU libc 2.39)|99|5.972|5.978|5.996|5.978|0.056|15.422|0.009
strchr (Arm OR 23.01)|99|18.834|18.854|18.872|18.853|0.045|4.89|0.002
strchr (LI-PaRAD)|100|10.398|10.402|10.632|10.409|0.381|8.947|0.033
strchr (GNU libc 2.39)|100|5.969|5.973|5.98|5.973|0.032|15.593|0.005
strchr (Arm OR 23.01)|100|18.835|18.855|18.874|18.853|0.043|4.94|0.002
strchr (LI-PaRAD)|101|10.398|10.401|10.857|10.409|0.495|9.037|0.043
strchr (GNU libc 2.39)|101|5.965|5.97|5.978|5.97|0.035|15.756|0.005
strchr (Arm OR 23.01)|101|18.836|18.854|18.881|18.854|0.048|4.989|0.002
strchr (LI-PaRAD)|102|10.399|10.401|10.631|10.404|0.22|9.131|0.02
strchr (GNU libc 2.39)|102|5.966|5.971|5.98|5.971|0.038|15.911|0.006
