ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
memcpy (LI-PaRAD)|1|1.667|1.67|17.893|3.288|146.038|0.5|0.153
memcpy (Arm OR 23.01)|1|1.923|1.927|21.933|3.868|137.726|0.432|0.141
memcpy (GNU libc 2.39)|1|1.923|1.927|17.94|3.829|135.961|0.432|0.14
memcpy (LI-PaRAD)|2|1.667|1.67|17.678|3.399|144.313|0.994|0.317
memcpy (Arm OR 23.01)|2|1.923|1.927|21.927|3.868|137.704|0.864|0.281
memcpy (GNU libc 2.39)|2|1.923|1.927|25.928|3.908|140.118|0.864|0.281
memcpy (LI-PaRAD)|3|1.667|1.67|18.206|3.364|144.234|1.491|0.473
memcpy (Arm OR 23.01)|3|1.923|1.927|17.933|3.828|135.94|1.296|0.421
memcpy (GNU libc 2.39)|3|1.923|1.927|18.169|3.989|135.202|1.284|0.436
memcpy (LI-PaRAD)|4|1.667|1.67|18.072|3.39|145.123|1.999|0.633
memcpy (Arm OR 23.01)|4|1.923|1.927|18.149|3.853|135.023|1.71|0.56
memcpy (GNU libc 2.39)|4|1.538|1.542|18.511|3.142|150.243|2.158|0.678
memcpy (LI-PaRAD)|5|1.667|1.67|18.312|3.431|146.441|2.499|0.793
memcpy (Arm OR 23.01)|5|1.923|1.927|18.308|3.847|135.418|2.145|0.7
memcpy (GNU libc 2.39)|5|1.538|1.542|18.376|3.18|151.557|2.697|0.849
memcpy (LI-PaRAD)|6|1.667|1.67|17.835|3.433|145.915|2.989|0.952
memcpy (Arm OR 23.01)|6|1.923|1.927|18.028|3.848|135.146|2.569|0.84
memcpy (GNU libc 2.39)|6|1.538|1.542|18.377|3.191|150.949|3.221|1.025
memcpy (LI-PaRAD)|7|1.667|1.67|17.924|3.434|145.962|3.488|1.111
memcpy (Arm OR 23.01)|7|1.923|1.927|18.091|3.848|135.172|2.997|0.98
memcpy (GNU libc 2.39)|7|1.538|1.542|17.798|3.128|153.804|3.848|1.158
memcpy (LI-PaRAD)|8|1.667|1.67|17.999|3.435|145.975|3.986|1.27
memcpy (Arm OR 23.01)|8|1.923|1.927|18.141|3.849|135.182|3.426|1.12
memcpy (GNU libc 2.39)|8|1.346|1.349|18.547|2.827|163.284|4.989|1.509
memcpy (LI-PaRAD)|9|1.667|1.67|17.703|3.419|146.511|4.511|1.425
memcpy (Arm OR 23.01)|9|1.923|1.927|17.934|3.828|135.957|3.89|1.263
memcpy (GNU libc 2.39)|9|1.346|1.349|17.749|2.826|162.238|5.577|1.698
memcpy (LI-PaRAD)|10|1.667|1.67|17.9|3.415|146.932|5.028|1.582
memcpy (Arm OR 23.01)|10|1.923|1.927|18.256|3.724|133.033|4.303|1.387
memcpy (GNU libc 2.39)|10|1.346|1.349|18.178|2.783|165.648|6.338|1.825
memcpy (LI-PaRAD)|11|1.667|1.67|18.09|3.423|146.675|5.514|1.742
memcpy (Arm OR 23.01)|11|1.923|1.927|18.058|3.841|135.505|4.728|1.541
memcpy (GNU libc 2.39)|11|1.346|1.349|17.942|2.819|162.982|6.847|2.062
memcpy (LI-PaRAD)|12|1.667|1.67|17.953|3.428|146.285|5.997|1.903
memcpy (Arm OR 23.01)|12|1.923|1.927|18.04|3.844|135.322|5.148|1.681
memcpy (GNU libc 2.39)|12|1.346|1.349|17.857|2.781|165.501|7.606|2.189
memcpy (LI-PaRAD)|13|1.667|1.67|18.101|3.323|144.822|6.471|2.031
memcpy (Arm OR 23.01)|13|1.923|1.927|18.263|4.005|134.564|5.521|1.883
memcpy (GNU libc 2.39)|13|1.346|1.349|18.034|2.672|163.279|8.137|2.34
memcpy (LI-PaRAD)|14|1.667|1.67|18.06|3.436|146.0|6.974|2.222
memcpy (Arm OR 23.01)|14|1.923|1.927|17.939|3.828|135.957|6.05|1.964
memcpy (GNU libc 2.39)|14|1.346|1.35|17.948|2.68|162.499|8.723|2.537
memcpy (LI-PaRAD)|15|1.667|1.67|17.775|3.426|146.224|7.496|2.378
memcpy (Arm OR 23.01)|15|1.923|1.927|18.298|3.843|135.58|6.447|2.102
memcpy (GNU libc 2.39)|15|1.346|1.349|17.458|2.824|162.078|9.294|2.829
memcpy (LI-PaRAD)|16|1.667|1.67|18.152|3.43|146.379|7.996|2.538
memcpy (Arm OR 23.01)|16|1.923|1.927|18.187|3.846|135.368|6.863|2.241
memcpy (GNU libc 2.39)|16|1.154|1.157|17.921|2.431|179.76|11.937|3.264
memcpy (LI-PaRAD)|17|1.667|1.671|17.739|3.235|145.18|8.555|2.582
memcpy (Arm OR 23.01)|17|1.923|1.927|17.967|3.847|135.124|7.279|2.379
memcpy (GNU libc 2.39)|17|1.154|1.157|17.165|2.265|180.349|12.81|3.26
memcpy (LI-PaRAD)|18|1.667|1.67|18.233|3.45|145.43|8.911|2.863
memcpy (Arm OR 23.01)|18|1.923|1.927|17.983|3.987|135.108|7.7|2.613
memcpy (GNU libc 2.39)|18|1.154|1.157|17.759|2.34|175.122|13.133|3.752
memcpy (LI-PaRAD)|19|1.667|1.67|18.085|3.417|147.003|9.554|3.006
memcpy (Arm OR 23.01)|19|1.923|1.927|17.986|3.717|134.821|8.201|2.617
memcpy (GNU libc 2.39)|19|1.154|1.157|18.068|2.433|179.869|14.177|3.877
memcpy (LI-PaRAD)|20|1.667|1.67|17.749|3.413|146.853|10.056|3.163
memcpy (Arm OR 23.01)|20|1.923|1.927|18.149|3.842|135.527|8.595|2.802
memcpy (GNU libc 2.39)|20|1.154|1.156|17.96|2.404|176.919|14.848|4.125
memcpy (LI-PaRAD)|21|1.667|1.67|18.002|3.423|146.641|10.526|3.326
