ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strnlen (Arm OR 23.01)|40|6.93|6.934|6.937|6.934|0.026|5.373|0.001
strnlen (LI-PaRAD)|41|4.236|4.238|4.243|4.238|0.041|9.01|0.004
strnlen (GNU libc 2.39)|41|3.392|3.513|3.542|3.496|1.205|10.924|0.133
strnlen (Arm OR 23.01)|41|6.93|6.935|6.937|6.934|0.026|5.507|0.001
strnlen (LI-PaRAD)|42|4.235|4.238|4.246|4.238|0.041|9.229|0.004
strnlen (GNU libc 2.39)|42|3.403|3.503|3.542|3.496|1.147|11.191|0.129
strnlen (Arm OR 23.01)|42|6.93|6.934|6.963|6.934|0.05|5.641|0.003
strnlen (LI-PaRAD)|43|4.236|4.238|4.245|4.238|0.039|9.449|0.004
strnlen (GNU libc 2.39)|43|3.411|3.505|3.542|3.499|1.008|11.447|0.116
strnlen (Arm OR 23.01)|43|6.93|6.934|6.937|6.934|0.026|5.776|0.002
strnlen (LI-PaRAD)|44|4.236|4.238|4.242|4.238|0.039|9.669|0.004
strnlen (GNU libc 2.39)|44|3.394|3.493|3.547|3.488|1.147|11.75|0.135
strnlen (Arm OR 23.01)|44|6.93|6.934|6.938|6.934|0.026|5.91|0.002
strnlen (LI-PaRAD)|45|4.236|4.28|4.351|4.28|0.742|9.792|0.072
strnlen (GNU libc 2.39)|45|3.402|3.499|3.539|3.493|1.053|12.001|0.127
strnlen (Arm OR 23.01)|45|6.93|6.934|6.939|6.934|0.026|6.044|0.002
strnlen (LI-PaRAD)|46|4.236|4.281|4.356|4.281|0.689|10.008|0.069
strnlen (GNU libc 2.39)|46|3.404|3.498|3.539|3.495|1.004|12.259|0.123
strnlen (Arm OR 23.01)|46|6.93|6.934|6.938|6.934|0.027|6.179|0.002
strnlen (LI-PaRAD)|47|4.236|4.281|4.492|4.286|0.884|10.214|0.089
strnlen (GNU libc 2.39)|47|3.387|3.511|3.539|3.495|1.077|12.527|0.136
strnlen (Arm OR 23.01)|47|6.93|6.934|6.937|6.934|0.027|6.313|0.002
strnlen (LI-PaRAD)|48|4.236|4.28|4.349|4.277|0.63|10.452|0.066
strnlen (GNU libc 2.39)|48|3.404|3.497|3.54|3.492|1.071|12.802|0.138
strnlen (Arm OR 23.01)|48|6.93|6.934|6.938|6.934|0.025|6.447|0.002
strnlen (LI-PaRAD)|49|4.235|4.238|4.27|4.239|0.087|10.767|0.009
strnlen (GNU libc 2.39)|49|4.063|4.132|4.211|4.129|1.021|11.053|0.113
strnlen (Arm OR 23.01)|49|6.93|6.934|6.964|6.934|0.051|6.581|0.003
strnlen (LI-PaRAD)|50|4.236|4.238|4.245|4.238|0.043|10.987|0.005
strnlen (GNU libc 2.39)|50|4.063|4.126|4.21|4.124|1.1|11.294|0.124
strnlen (Arm OR 23.01)|50|6.93|6.934|6.942|6.934|0.03|6.716|0.002
strnlen (LI-PaRAD)|51|4.236|4.238|4.249|4.238|0.047|11.208|0.005
strnlen (GNU libc 2.39)|51|4.062|4.125|4.206|4.121|1.055|11.528|0.121
strnlen (Arm OR 23.01)|51|6.93|6.934|6.938|6.934|0.027|6.85|0.002
strnlen (LI-PaRAD)|52|4.235|4.239|4.246|4.238|0.043|11.426|0.005
strnlen (GNU libc 2.39)|52|4.064|4.12|4.207|4.121|0.981|11.752|0.115
strnlen (Arm OR 23.01)|52|6.93|6.934|6.943|6.934|0.031|6.984|0.002
strnlen (LI-PaRAD)|53|4.236|4.278|4.352|4.279|0.745|11.535|0.086
strnlen (GNU libc 2.39)|53|4.065|4.121|4.206|4.115|0.807|11.995|0.097
strnlen (Arm OR 23.01)|53|6.93|6.934|6.938|6.934|0.027|7.119|0.002
strnlen (LI-PaRAD)|54|4.236|4.279|4.35|4.281|0.723|11.747|0.085
strnlen (GNU libc 2.39)|54|4.065|4.121|4.203|4.124|0.908|12.197|0.111
strnlen (Arm OR 23.01)|54|6.93|6.935|6.937|6.934|0.027|7.253|0.002
strnlen (LI-PaRAD)|55|4.236|4.28|4.363|4.278|0.687|11.973|0.082
strnlen (GNU libc 2.39)|55|4.065|4.123|4.195|4.123|0.879|12.426|0.109
strnlen (Arm OR 23.01)|55|6.93|6.934|6.937|6.934|0.026|7.387|0.002
strnlen (LI-PaRAD)|56|4.236|4.281|4.348|4.281|0.701|12.183|0.085
strnlen (GNU libc 2.39)|56|4.064|4.129|4.215|4.128|1.014|12.637|0.128
strnlen (Arm OR 23.01)|56|6.93|6.934|6.957|6.934|0.044|7.521|0.003
strnlen (LI-PaRAD)|57|4.235|4.238|4.244|4.238|0.04|12.525|0.005
strnlen (GNU libc 2.39)|57|4.063|4.126|4.203|4.124|0.984|12.873|0.127
strnlen (Arm OR 23.01)|57|6.93|6.935|6.942|6.934|0.03|7.656|0.002
strnlen (LI-PaRAD)|58|4.236|4.279|4.354|4.278|0.72|12.628|0.09
strnlen (GNU libc 2.39)|58|4.064|4.133|4.205|4.133|1.084|13.073|0.142
strnlen (Arm OR 23.01)|58|6.93|6.934|6.938|6.934|0.027|7.79|0.002
strnlen (LI-PaRAD)|59|4.236|4.238|4.244|4.238|0.042|12.964|0.005
strnlen (GNU libc 2.39)|59|4.063|4.13|4.209|4.124|0.966|13.326|0.129
strnlen (Arm OR 23.01)|59|6.93|6.934|6.942|6.934|0.029|7.924|0.002
strnlen (LI-PaRAD)|60|4.236|4.284|4.362|4.286|0.792|13.037|0.103
strnlen (GNU libc 2.39)|60|4.064|4.133|4.214|4.137|1.064|13.509|0.144
strnlen (Arm OR 23.01)|60|6.93|6.934|6.937|6.934|0.026|8.059|0.002
strnlen (LI-PaRAD)|61|4.236|4.238|4.243|4.238|0.039|13.405|0.005
strnlen (GNU libc 2.39)|61|4.063|4.124|4.213|4.124|1.155|13.778|0.159
strnlen (Arm OR 23.01)|61|6.929|6.934|6.945|6.934|0.031|8.193|0.003
strnlen (LI-PaRAD)|62|4.236|4.28|4.349|4.278|0.715|13.498|0.096
strnlen (GNU libc 2.39)|62|4.064|4.127|4.212|4.126|1.059|13.997|0.148
strnlen (Arm OR 23.01)|62|6.929|6.934|6.938|6.934|0.028|8.328|0.002
strnlen (LI-PaRAD)|63|4.236|4.238|4.245|4.238|0.039|13.844|0.005
strnlen (GNU libc 2.39)|63|4.063|4.131|4.206|4.128|1.052|14.217|0.149
strnlen (Arm OR 23.01)|63|6.93|6.934|6.958|6.934|0.042|8.462|0.004
strnlen (LI-PaRAD)|64|4.332|4.333|4.344|4.334|0.045|13.753|0.006
strnlen (GNU libc 2.39)|64|4.064|4.129|4.211|4.123|0.916|14.457|0.132
strnlen (Arm OR 23.01)|64|7.145|7.589|8.076|7.613|2.912|7.836|0.227
strnlen (LI-PaRAD)|65|6.085|6.087|6.092|6.087|0.024|9.945|0.002
strnlen (GNU libc 2.39)|65|4.596|4.599|4.606|4.599|0.044|13.162|0.006
