        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           1 |          6.421 |          6.747 |          7.167 |          6.796 |          2.043 |          0.137 |          0.003
          strcmp GNU libc 2.39 |           1 |          2.370 |          2.378 |          2.407 |          2.378 |          0.209 |          0.392 |          0.001
       strcmp LI-PaRAD/EMOPASS |           1 |          4.235 |          4.237 |          4.242 |          4.238 |          0.035 |          0.220 |          0.000
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           2 |          6.225 |          6.730 |          6.745 |          6.662 |          1.843 |          0.280 |          0.005
          strcmp GNU libc 2.39 |           2 |          2.692 |          2.698 |          2.705 |          2.697 |          0.105 |          0.691 |          0.001
       strcmp LI-PaRAD/EMOPASS |           2 |          4.235 |          4.238 |          4.246 |          4.238 |          0.040 |          0.440 |          0.000
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           3 |          6.366 |          6.454 |          6.831 |          6.497 |          1.591 |          0.430 |          0.007
          strcmp GNU libc 2.39 |           3 |          2.692 |          2.697 |          2.704 |          2.697 |          0.093 |          1.036 |          0.001
       strcmp LI-PaRAD/EMOPASS |           3 |          3.592 |          3.596 |          4.019 |          3.607 |          1.654 |          0.775 |          0.012
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           4 |          6.346 |          6.703 |          6.956 |          6.675 |          1.531 |          0.558 |          0.009
          strcmp GNU libc 2.39 |           4 |          2.692 |          2.697 |          2.701 |          2.697 |          0.089 |          1.381 |          0.001
       strcmp LI-PaRAD/EMOPASS |           4 |          4.236 |          4.238 |          4.242 |          4.238 |          0.032 |          0.879 |          0.000
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           5 |          6.334 |          6.920 |          7.142 |          6.870 |          1.883 |          0.678 |          0.013
          strcmp GNU libc 2.39 |           5 |          2.692 |          2.697 |          2.701 |          2.697 |          0.091 |          1.727 |          0.002
       strcmp LI-PaRAD/EMOPASS |           5 |          3.592 |          3.596 |          4.085 |          3.609 |          1.840 |          1.291 |          0.021
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           6 |          6.332 |          6.726 |          6.814 |          6.673 |          1.626 |          0.838 |          0.014
          strcmp GNU libc 2.39 |           6 |          2.692 |          2.697 |          2.701 |          2.697 |          0.089 |          2.072 |          0.002
       strcmp LI-PaRAD/EMOPASS |           6 |          4.235 |          4.238 |          4.257 |          4.238 |          0.062 |          1.319 |          0.001
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           7 |          6.446 |          6.454 |          7.045 |          6.503 |          1.720 |          1.003 |          0.017
          strcmp GNU libc 2.39 |           7 |          2.692 |          2.698 |          2.703 |          2.697 |          0.097 |          2.417 |          0.002
       strcmp LI-PaRAD/EMOPASS |           7 |          3.592 |          3.596 |          4.105 |          3.629 |          3.130 |          1.798 |          0.051
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcmp Arm optimized-routines |           8 |          6.387 |          6.696 |          6.990 |          6.680 |          1.519 |          1.116 |          0.017
