        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s
strrchr Arm optimized-routines |          24 |          7.139 |          7.582 |          7.898 |          7.585 |          2.543 |          2.949 |          0.075
         strrchr GNU libc 2.39 |          24 |          3.849 |          3.852 |          3.857 |          3.852 |          0.033 |          5.802 |          0.002
      strrchr LI-PaRAD/EMOPASS |          24 |          5.244 |          5.390 |          5.404 |          5.365 |          0.813 |          4.167 |          0.034
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          25 |          7.081 |          7.567 |          7.911 |          7.552 |          2.447 |          3.085 |          0.076
         strrchr GNU libc 2.39 |          25 |          3.849 |          3.852 |          3.854 |          3.852 |          0.025 |          6.044 |          0.002
      strrchr LI-PaRAD/EMOPASS |          25 |          5.223 |          5.389 |          5.398 |          5.366 |          0.741 |          4.340 |          0.033
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          26 |          7.221 |          7.592 |          7.896 |          7.574 |          2.330 |          3.199 |          0.075
         strrchr GNU libc 2.39 |          26 |          3.849 |          3.852 |          3.856 |          3.852 |          0.032 |          6.286 |          0.002
      strrchr LI-PaRAD/EMOPASS |          26 |          5.389 |          5.393 |          5.399 |          5.393 |          0.047 |          4.490 |          0.002
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          27 |          7.253 |          7.612 |          7.898 |          7.600 |          2.398 |          3.311 |          0.080
         strrchr GNU libc 2.39 |          27 |          3.849 |          3.852 |          3.855 |          3.852 |          0.031 |          6.528 |          0.002
      strrchr LI-PaRAD/EMOPASS |          27 |          5.389 |          5.393 |          5.399 |          5.393 |          0.043 |          4.663 |          0.002
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          28 |          7.191 |          7.605 |          7.897 |          7.585 |          2.488 |          3.440 |          0.086
         strrchr GNU libc 2.39 |          28 |          3.849 |          3.852 |          3.859 |          3.852 |          0.036 |          6.769 |          0.002
      strrchr LI-PaRAD/EMOPASS |          28 |          5.221 |          5.391 |          5.398 |          5.383 |          0.387 |          4.845 |          0.019
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          29 |          7.176 |          7.570 |          7.897 |          7.575 |          2.528 |          3.568 |          0.090
         strrchr GNU libc 2.39 |          29 |          3.849 |          3.852 |          3.855 |          3.852 |          0.031 |          7.011 |          0.002
      strrchr LI-PaRAD/EMOPASS |          29 |          5.241 |          5.390 |          5.398 |          5.364 |          0.786 |          5.036 |          0.040
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          30 |          7.216 |          7.615 |          7.898 |          7.614 |          2.464 |          3.672 |          0.091
         strrchr GNU libc 2.39 |          30 |          3.849 |          3.853 |          3.855 |          3.852 |          0.034 |          7.252 |          0.002
      strrchr LI-PaRAD/EMOPASS |          30 |          5.390 |          5.393 |          5.398 |          5.393 |          0.045 |          5.181 |          0.002
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          31 |          7.205 |          7.590 |          7.957 |          7.579 |          2.337 |          3.812 |          0.089
         strrchr GNU libc 2.39 |          31 |          3.849 |          3.852 |          3.856 |          3.852 |          0.033 |          7.494 |          0.002
      strrchr LI-PaRAD/EMOPASS |          31 |          5.390 |          5.393 |          5.399 |          5.393 |          0.046 |          5.353 |          0.002
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          32 |         10.012 |         10.196 |         10.761 |         10.240 |          1.673 |          2.911 |          0.048
         strrchr GNU libc 2.39 |          32 |          3.467 |          3.488 |          3.495 |          3.486 |          0.183 |          8.550 |          0.016
      strrchr LI-PaRAD/EMOPASS |          32 |          6.736 |          6.844 |          6.937 |          6.852 |          0.835 |          4.350 |          0.036
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          33 |         10.038 |         10.286 |         10.731 |         10.289 |          1.556 |          2.988 |          0.046
         strrchr GNU libc 2.39 |          33 |          4.236 |          4.237 |          4.242 |          4.237 |          0.033 |          7.253 |          0.002
      strrchr LI-PaRAD/EMOPASS |          33 |          6.736 |          6.856 |          6.936 |          6.860 |          0.724 |          4.480 |          0.032
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          34 |         10.011 |         10.212 |         10.801 |         10.252 |          1.718 |          3.090 |          0.052
         strrchr GNU libc 2.39 |          34 |          4.236 |          4.237 |          4.242 |          4.238 |          0.034 |          7.472 |          0.003
      strrchr LI-PaRAD/EMOPASS |          34 |          6.738 |          6.839 |          6.935 |          6.839 |          0.749 |          4.630 |          0.035
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          35 |         10.012 |         10.202 |         10.742 |         10.217 |          1.533 |          3.191 |          0.048
         strrchr GNU libc 2.39 |          35 |          4.236 |          4.237 |          4.241 |          4.237 |          0.031 |          7.692 |          0.002
      strrchr LI-PaRAD/EMOPASS |          35 |          6.736 |          6.854 |          6.936 |          6.850 |          0.818 |          4.759 |          0.039
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          36 |         10.013 |         10.277 |         10.758 |         10.280 |          1.602 |          3.262 |          0.052
         strrchr GNU libc 2.39 |          36 |          4.235 |          4.237 |          4.242 |          4.237 |          0.032 |          7.912 |          0.003
      strrchr LI-PaRAD/EMOPASS |          36 |          6.737 |          6.872 |          6.938 |          6.865 |          0.754 |          4.884 |          0.037
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          37 |         10.012 |         10.236 |         10.679 |         10.249 |          1.473 |          3.363 |          0.049
         strrchr GNU libc 2.39 |          37 |          4.236 |          4.237 |          4.242 |          4.237 |          0.030 |          8.132 |          0.002
      strrchr LI-PaRAD/EMOPASS |          37 |          6.750 |          6.874 |          6.947 |          6.867 |          0.769 |          5.018 |          0.039
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          38 |         10.011 |         10.178 |         10.856 |         10.222 |          1.799 |          3.463 |          0.061
         strrchr GNU libc 2.39 |          38 |          4.236 |          4.237 |          4.242 |          4.238 |          0.033 |          8.351 |          0.003
      strrchr LI-PaRAD/EMOPASS |          38 |          6.737 |          6.851 |          6.936 |          6.846 |          0.827 |          5.169 |          0.043
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          39 |         10.012 |         10.177 |         10.711 |         10.233 |          1.743 |          3.551 |          0.061
         strrchr GNU libc 2.39 |          39 |          4.236 |          4.237 |          4.242 |          4.237 |          0.033 |          8.572 |          0.003
      strrchr LI-PaRAD/EMOPASS |          39 |          6.758 |          6.848 |          6.939 |          6.851 |          0.695 |          5.302 |          0.037
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          40 |         10.027 |         10.246 |         10.771 |         10.255 |          1.598 |          3.633 |          0.057
         strrchr GNU libc 2.39 |          40 |          4.236 |          4.237 |          4.243 |          4.238 |          0.034 |          8.791 |          0.003
      strrchr LI-PaRAD/EMOPASS |          40 |          6.743 |          6.880 |          6.936 |          6.872 |          0.756 |          5.422 |          0.041
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          41 |         10.012 |         10.143 |         10.629 |         10.187 |          1.557 |          3.749 |          0.058
         strrchr GNU libc 2.39 |          41 |          4.235 |          4.237 |          4.248 |          4.237 |          0.042 |          9.011 |          0.004
      strrchr LI-PaRAD/EMOPASS |          41 |          6.737 |          6.851 |          6.935 |          6.850 |          0.799 |          5.574 |          0.045
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          42 |         10.011 |         10.196 |         10.676 |         10.216 |          1.466 |          3.830 |          0.056
         strrchr GNU libc 2.39 |          42 |          4.236 |          4.237 |          4.243 |          4.238 |          0.034 |          9.231 |          0.003
      strrchr LI-PaRAD/EMOPASS |          42 |          6.736 |          6.852 |          6.936 |          6.845 |          0.794 |          5.715 |          0.045
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          43 |         10.011 |         10.223 |         10.731 |         10.225 |          1.550 |          3.918 |          0.060
         strrchr GNU libc 2.39 |          43 |          4.236 |          4.238 |          4.241 |          4.238 |          0.030 |          9.450 |          0.003
      strrchr LI-PaRAD/EMOPASS |          43 |          6.737 |          6.850 |          6.936 |          6.843 |          0.824 |          5.852 |          0.048
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          44 |         10.012 |         10.200 |         10.614 |         10.218 |          1.492 |          4.011 |          0.059
         strrchr GNU libc 2.39 |          44 |          4.236 |          4.237 |          4.242 |          4.237 |          0.034 |          9.671 |          0.003
      strrchr LI-PaRAD/EMOPASS |          44 |          6.736 |          6.841 |          6.936 |          6.845 |          0.842 |          5.987 |          0.050
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
strrchr Arm optimized-routines |          45 |         10.021 |         10.246 |         10.658 |         10.255 |          1.535 |          4.088 |          0.062
         strrchr GNU libc 2.39 |          45 |          4.235 |          4.237 |          4.242 |          4.237 |          0.037 |          9.890 |          0.004
