        ROUTINE IMPLEMENTATION |  BUF SIZE B |      RT MIN ns |      RT MED ns |      RT MAX ns |      RT AVG ns |     RT STDEV % |   BW AVG GiB/s | BW STDEV GiB/s
 strcpy Arm optimized-routines |          27 |          5.946 |          6.214 |          6.398 |          6.179 |          1.519 |          4.070 |          0.062
          strcpy GNU libc 2.39 |          27 |          2.845 |          2.902 |          2.917 |          2.896 |          0.583 |          8.682 |          0.051
       strcpy LI-PaRAD/EMOPASS |          27 |          2.308 |          2.311 |          2.317 |          2.312 |          0.117 |         10.878 |          0.013
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          28 |          5.946 |          6.211 |          6.405 |          6.182 |          1.528 |          4.220 |          0.065
          strcpy GNU libc 2.39 |          28 |          2.831 |          2.875 |          2.899 |          2.873 |          0.307 |          9.076 |          0.028
       strcpy LI-PaRAD/EMOPASS |          28 |          2.308 |          2.311 |          2.315 |          2.311 |          0.110 |         11.282 |          0.012
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          29 |          5.957 |          6.209 |          6.394 |          6.179 |          1.452 |          4.372 |          0.064
          strcpy GNU libc 2.39 |          29 |          2.891 |          2.925 |          2.939 |          2.924 |          0.339 |          9.235 |          0.031
       strcpy LI-PaRAD/EMOPASS |          29 |          2.308 |          2.311 |          2.316 |          2.311 |          0.115 |         11.685 |          0.013
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          30 |          5.946 |          6.215 |          6.402 |          6.184 |          1.419 |          4.519 |          0.065
          strcpy GNU libc 2.39 |          30 |          2.832 |          2.874 |          2.884 |          2.871 |          0.317 |          9.731 |          0.031
       strcpy LI-PaRAD/EMOPASS |          30 |          2.308 |          2.311 |          2.319 |          2.312 |          0.116 |         12.087 |          0.014
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          31 |          5.903 |          6.206 |          6.327 |          6.174 |          1.341 |          4.677 |          0.063
          strcpy GNU libc 2.39 |          31 |          2.847 |          2.905 |          2.923 |          2.898 |          0.677 |          9.962 |          0.068
       strcpy LI-PaRAD/EMOPASS |          31 |          2.308 |          2.311 |          2.325 |          2.312 |          0.131 |         12.489 |          0.016
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          32 |          7.700 |          7.705 |          7.711 |          7.705 |          0.021 |          3.868 |          0.001
          strcpy GNU libc 2.39 |          32 |          3.469 |          3.494 |          3.522 |          3.493 |          0.384 |          8.533 |          0.033
       strcpy LI-PaRAD/EMOPASS |          32 |          2.886 |          2.904 |          2.943 |          2.905 |          0.385 |         10.259 |          0.039
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          33 |          7.700 |          7.704 |          7.726 |          7.704 |          0.035 |          3.989 |          0.001
          strcpy GNU libc 2.39 |          33 |          3.485 |          3.491 |          3.506 |          3.492 |          0.110 |          8.802 |          0.010
       strcpy LI-PaRAD/EMOPASS |          33 |          2.874 |          2.885 |          2.913 |          2.884 |          0.147 |         10.655 |          0.016
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          34 |          7.700 |          7.704 |          7.708 |          7.704 |          0.019 |          4.110 |          0.001
          strcpy GNU libc 2.39 |          34 |          3.487 |          3.494 |          3.521 |          3.494 |          0.131 |          9.062 |          0.012
       strcpy LI-PaRAD/EMOPASS |          34 |          2.886 |          2.907 |          2.984 |          2.911 |          0.543 |         10.878 |          0.059
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          35 |          7.701 |          7.705 |          7.707 |          7.705 |          0.021 |          4.231 |          0.001
          strcpy GNU libc 2.39 |          35 |          3.445 |          3.483 |          3.504 |          3.480 |          0.404 |          9.366 |          0.038
       strcpy LI-PaRAD/EMOPASS |          35 |          2.872 |          2.881 |          2.886 |          2.881 |          0.096 |         11.316 |          0.011
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          36 |          7.700 |          7.705 |          7.710 |          7.705 |          0.021 |          4.352 |          0.001
          strcpy GNU libc 2.39 |          36 |          3.488 |          3.493 |          3.530 |          3.494 |          0.147 |          9.596 |          0.014
       strcpy LI-PaRAD/EMOPASS |          36 |          2.884 |          2.906 |          3.208 |          2.909 |          1.084 |         11.528 |          0.115
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          37 |          7.700 |          7.704 |          7.709 |          7.704 |          0.018 |          4.473 |          0.001
          strcpy GNU libc 2.39 |          37 |          3.485 |          3.490 |          3.512 |          3.491 |          0.133 |          9.869 |          0.013
       strcpy LI-PaRAD/EMOPASS |          37 |          2.874 |          2.885 |          2.897 |          2.885 |          0.130 |         11.946 |          0.016
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          38 |          7.700 |          7.705 |          7.708 |          7.704 |          0.020 |          4.594 |          0.001
          strcpy GNU libc 2.39 |          38 |          3.470 |          3.493 |          3.522 |          3.493 |          0.267 |         10.131 |          0.027
       strcpy LI-PaRAD/EMOPASS |          38 |          2.885 |          2.905 |          2.935 |          2.906 |          0.343 |         12.177 |          0.042
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
 strcpy Arm optimized-routines |          39 |          7.700 |          7.705 |          7.745 |          7.705 |          0.055 |          4.714 |          0.003
          strcpy GNU libc 2.39 |          39 |          3.473 |          3.478 |          3.495 |          3.478 |          0.102 |         10.442 |          0.011
       strcpy LI-PaRAD/EMOPASS |          39 |          2.872 |          2.881 |          2.901 |          2.881 |          0.122 |         12.607 |          0.015
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
