ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncmp (Arm OR 23.01)|31|5.204|5.226|5.357|5.229|0.376|5.521|0.02
strncmp (LI-PaRAD)|32|2.696|2.723|2.728|2.722|0.176|10.949|0.019
strncmp (GNU libc 2.34)|32|4.105|4.112|4.142|4.112|0.119|7.247|0.009
strncmp (Arm OR 23.01)|32|5.208|5.222|5.387|5.229|0.547|5.699|0.03
strncmp (LI-PaRAD)|33|3.781|3.831|3.838|3.828|0.273|8.029|0.022
strncmp (GNU libc 2.34)|33|4.609|4.798|4.833|4.766|1.16|6.45|0.075
strncmp (Arm OR 23.01)|33|5.904|6.066|6.318|6.07|1.028|5.063|0.051
strncmp (LI-PaRAD)|34|3.783|3.828|3.842|3.82|0.405|8.289|0.034
strncmp (GNU libc 2.34)|34|4.53|4.545|4.825|4.582|2.004|6.914|0.133
strncmp (Arm OR 23.01)|34|5.921|6.067|6.339|6.068|0.92|5.219|0.047
strncmp (LI-PaRAD)|35|3.782|3.831|3.84|3.829|0.225|8.513|0.019
strncmp (GNU libc 2.34)|35|4.538|4.546|4.58|4.549|0.222|7.165|0.016
strncmp (Arm OR 23.01)|35|5.961|6.058|6.116|6.056|0.556|5.382|0.03
strncmp (LI-PaRAD)|36|3.779|3.818|3.838|3.812|0.513|8.795|0.045
strncmp (GNU libc 2.34)|36|4.533|4.538|4.578|4.543|0.225|7.381|0.017
strncmp (Arm OR 23.01)|36|5.962|6.068|6.285|6.064|0.524|5.529|0.029
strncmp (LI-PaRAD)|37|3.778|3.831|3.842|3.821|0.445|9.019|0.04
strncmp (GNU libc 2.34)|37|4.539|4.558|4.575|4.555|0.201|7.565|0.015
strncmp (Arm OR 23.01)|37|5.963|6.068|6.303|6.067|0.664|5.68|0.037
strncmp (LI-PaRAD)|38|3.782|3.827|3.843|3.817|0.488|9.272|0.045
strncmp (GNU libc 2.34)|38|4.532|4.553|4.578|4.549|0.254|7.779|0.02
strncmp (Arm OR 23.01)|38|6.031|6.068|6.207|6.068|0.443|5.833|0.026
strncmp (LI-PaRAD)|39|3.78|3.832|3.841|3.827|0.332|9.492|0.032
strncmp (GNU libc 2.34)|39|4.54|4.551|4.578|4.551|0.211|7.98|0.017
strncmp (Arm OR 23.01)|39|5.995|6.063|6.219|6.064|0.485|5.989|0.029
strncmp (LI-PaRAD)|40|3.631|3.706|3.804|3.714|1.682|10.032|0.168
strncmp (GNU libc 2.34)|40|4.586|4.603|4.635|4.602|0.227|8.096|0.018
strncmp (Arm OR 23.01)|40|6.123|6.15|6.199|6.151|0.184|6.056|0.011
strncmp (LI-PaRAD)|41|3.63|3.742|3.816|3.736|1.734|10.225|0.178
strncmp (GNU libc 2.34)|41|5.265|5.27|5.363|5.271|0.207|7.244|0.015
strncmp (Arm OR 23.01)|41|6.049|6.145|6.274|6.147|0.397|6.212|0.025
strncmp (LI-PaRAD)|42|3.632|3.763|3.825|3.749|1.557|10.436|0.164
strncmp (GNU libc 2.34)|42|5.278|5.284|5.301|5.284|0.072|7.403|0.005
strncmp (Arm OR 23.01)|42|6.137|6.152|6.22|6.152|0.193|6.358|0.012
strncmp (LI-PaRAD)|43|3.631|3.798|3.829|3.763|1.514|10.645|0.164
