ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
memcpy (LI-PaRAD)|1|1.846|1.847|1.852|1.847|0.048|0.504|0.0
memcpy (GNU libc 2.34)|1|2.105|2.106|2.148|2.107|0.206|0.442|0.001
memcpy (Arm OR 23.01)|1|1.912|1.913|1.944|1.914|0.168|0.487|0.001
memcpy (LI-PaRAD)|2|1.846|1.847|1.852|1.847|0.045|1.008|0.0
memcpy (GNU libc 2.34)|2|2.105|2.106|2.121|2.107|0.084|0.884|0.001
memcpy (Arm OR 23.01)|2|1.912|1.913|1.928|1.913|0.085|0.974|0.001
memcpy (LI-PaRAD)|3|1.846|1.847|1.852|1.847|0.048|1.513|0.001
memcpy (GNU libc 2.34)|3|2.106|2.106|2.112|2.107|0.05|1.326|0.001
memcpy (Arm OR 23.01)|3|1.912|1.913|1.915|1.913|0.029|1.46|0.0
memcpy (LI-PaRAD)|4|1.846|1.847|1.852|1.847|0.045|2.017|0.001
memcpy (GNU libc 2.34)|4|1.805|1.806|2.111|1.859|6.148|2.011|0.112
memcpy (Arm OR 23.01)|4|1.912|1.913|1.923|1.914|0.058|1.947|0.001
memcpy (LI-PaRAD)|5|1.846|1.847|1.857|1.847|0.074|2.521|0.002
memcpy (GNU libc 2.34)|5|1.805|1.806|2.149|1.872|7.108|2.499|0.16
memcpy (Arm OR 23.01)|5|1.912|1.913|1.915|1.913|0.03|2.434|0.001
memcpy (LI-PaRAD)|6|1.846|1.847|1.854|1.847|0.062|3.025|0.002
memcpy (GNU libc 2.34)|6|1.805|1.807|2.215|1.96|8.792|2.873|0.247
memcpy (Arm OR 23.01)|6|1.912|1.913|1.923|1.913|0.057|2.921|0.002
memcpy (LI-PaRAD)|7|1.846|1.847|1.856|1.848|0.079|3.529|0.003
memcpy (GNU libc 2.34)|7|2.106|2.106|2.196|2.111|0.849|3.089|0.025
memcpy (Arm OR 23.01)|7|1.913|1.914|1.918|1.914|0.034|3.407|0.001
memcpy (LI-PaRAD)|8|1.846|1.847|1.852|1.848|0.064|4.033|0.003
memcpy (GNU libc 2.34)|8|1.762|1.805|1.811|1.805|0.251|4.127|0.011
memcpy (Arm OR 23.01)|8|1.913|1.914|1.915|1.914|0.028|3.893|0.001
memcpy (LI-PaRAD)|9|1.847|1.847|1.852|1.848|0.054|4.537|0.002
