ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strrchr (LI-PaRAD)|1|1.962|1.983|2.113|1.987|1.016|0.469|0.005
strrchr (GNU libc 2.34)|1|1.852|1.854|1.895|1.854|0.241|0.502|0.001
strrchr (Arm OR 23.01)|1|4.533|4.797|4.821|4.776|1.09|0.195|0.002
strrchr (LI-PaRAD)|2|1.962|1.984|2.113|1.988|1.191|0.937|0.011
strrchr (GNU libc 2.34)|2|1.852|1.853|1.9|1.854|0.26|1.005|0.003
strrchr (Arm OR 23.01)|2|4.656|4.801|4.842|4.775|1.018|0.39|0.004
strrchr (LI-PaRAD)|3|1.962|1.963|1.988|1.964|0.295|1.422|0.004
strrchr (GNU libc 2.34)|3|1.845|1.846|1.85|1.846|0.04|1.514|0.001
strrchr (Arm OR 23.01)|3|4.668|4.784|4.806|4.76|0.893|0.587|0.005
strrchr (LI-PaRAD)|4|1.963|1.963|2.018|1.966|0.414|1.895|0.008
strrchr (GNU libc 2.34)|4|1.845|1.847|1.851|1.847|0.056|2.016|0.001
strrchr (Arm OR 23.01)|4|4.657|4.786|4.803|4.764|0.929|0.782|0.007
strrchr (LI-PaRAD)|5|1.962|1.985|2.114|1.99|1.268|2.34|0.028
strrchr (GNU libc 2.34)|5|1.853|1.854|1.858|1.855|0.054|2.511|0.001
strrchr (Arm OR 23.01)|5|4.518|4.802|4.845|4.766|1.395|0.977|0.014
strrchr (LI-PaRAD)|6|1.962|1.963|2.088|1.967|0.713|2.841|0.019
strrchr (GNU libc 2.34)|6|1.846|1.847|1.852|1.847|0.055|3.025|0.002
strrchr (Arm OR 23.01)|6|4.657|4.786|4.803|4.762|0.909|1.173|0.011
strrchr (LI-PaRAD)|7|1.963|1.985|2.113|1.988|0.796|3.279|0.025
strrchr (GNU libc 2.34)|7|1.852|1.854|1.859|1.855|0.068|3.515|0.002
strrchr (Arm OR 23.01)|7|4.665|4.801|4.827|4.785|0.89|1.363|0.012
strrchr (LI-PaRAD)|8|1.963|1.985|2.114|1.994|1.569|3.738|0.056
strrchr (GNU libc 2.34)|8|1.852|1.855|1.858|1.855|0.059|4.017|0.002
strrchr (Arm OR 23.01)|8|4.646|4.802|4.816|4.766|1.167|1.563|0.018
strrchr (LI-PaRAD)|9|1.963|1.963|2.114|1.968|0.836|4.26|0.034
strrchr (GNU libc 2.34)|9|1.846|1.847|1.851|1.847|0.053|4.537|0.002
strrchr (Arm OR 23.01)|9|4.658|4.783|4.797|4.754|1.008|1.763|0.018
strrchr (LI-PaRAD)|10|1.963|1.985|2.114|1.988|1.008|4.685|0.045
strrchr (GNU libc 2.34)|10|1.852|1.854|1.863|1.855|0.068|5.022|0.003
strrchr (Arm OR 23.01)|10|4.517|4.803|4.837|4.774|1.187|1.951|0.024
strrchr (LI-PaRAD)|11|1.962|1.962|1.988|1.965|0.332|5.215|0.017
strrchr (GNU libc 2.34)|11|1.845|1.847|1.853|1.847|0.063|5.546|0.003
strrchr (Arm OR 23.01)|11|4.668|4.784|4.801|4.768|0.79|2.149|0.017
strrchr (LI-PaRAD)|12|1.962|1.962|2.05|1.965|0.593|5.687|0.033
strrchr (GNU libc 2.34)|12|1.845|1.846|1.858|1.846|0.085|6.053|0.005
strrchr (Arm OR 23.01)|12|4.665|4.785|4.805|4.762|0.922|2.347|0.022
strrchr (LI-PaRAD)|13|1.962|1.985|2.115|1.996|1.801|6.069|0.104
strrchr (GNU libc 2.34)|13|1.851|1.853|1.858|1.853|0.056|6.533|0.004
strrchr (Arm OR 23.01)|13|4.583|4.805|4.845|4.79|0.944|2.528|0.024
strrchr (LI-PaRAD)|14|1.962|1.963|1.99|1.965|0.34|6.634|0.022
strrchr (GNU libc 2.34)|14|1.845|1.847|1.853|1.847|0.067|7.058|0.005
strrchr (Arm OR 23.01)|14|4.669|4.787|4.804|4.777|0.62|2.73|0.017
strrchr (LI-PaRAD)|15|1.963|1.985|2.114|1.991|1.565|7.016|0.105
strrchr (GNU libc 2.34)|15|1.852|1.854|1.856|1.854|0.047|7.534|0.004
strrchr (Arm OR 23.01)|15|4.66|4.804|4.837|4.787|0.876|2.918|0.026
strrchr (LI-PaRAD)|16|2.415|2.416|2.419|2.416|0.033|6.167|0.002
strrchr (GNU libc 2.34)|16|2.288|2.34|2.343|2.34|0.23|6.368|0.015
strrchr (Arm OR 23.01)|16|5.02|5.043|5.07|5.043|0.14|2.955|0.004
strrchr (LI-PaRAD)|17|2.415|2.416|2.426|2.416|0.052|6.552|0.003
strrchr (GNU libc 2.34)|17|2.631|2.66|2.726|2.666|1.106|5.94|0.065
strrchr (Arm OR 23.01)|17|5.022|5.035|5.072|5.038|0.235|3.142|0.007
strrchr (LI-PaRAD)|18|2.415|2.416|2.419|2.416|0.035|6.938|0.002
strrchr (GNU libc 2.34)|18|2.621|2.646|2.717|2.663|1.17|6.296|0.073
strrchr (Arm OR 23.01)|18|5.035|5.044|5.07|5.045|0.155|3.323|0.005
strrchr (LI-PaRAD)|19|2.416|2.416|2.566|2.418|0.617|7.318|0.043
strrchr (GNU libc 2.34)|19|2.631|2.658|2.718|2.666|1.167|6.637|0.077
strrchr (Arm OR 23.01)|19|5.021|5.034|5.072|5.038|0.227|3.512|0.008
strrchr (LI-PaRAD)|20|2.416|2.416|2.428|2.417|0.063|7.707|0.005
strrchr (GNU libc 2.34)|20|2.632|2.674|2.718|2.674|1.171|6.968|0.082
strrchr (Arm OR 23.01)|20|5.023|5.033|5.071|5.038|0.25|3.698|0.009
strrchr (LI-PaRAD)|21|2.416|2.416|2.434|2.417|0.105|8.092|0.008
strrchr (GNU libc 2.34)|21|2.631|2.673|2.719|2.672|1.202|7.321|0.088
strrchr (Arm OR 23.01)|21|5.02|5.041|5.058|5.04|0.087|3.88|0.003
strrchr (LI-PaRAD)|22|2.415|2.417|2.43|2.417|0.09|8.476|0.008
strrchr (GNU libc 2.34)|22|2.632|2.644|2.718|2.66|1.093|7.704|0.083
strrchr (Arm OR 23.01)|22|5.026|5.031|5.071|5.036|0.231|4.069|0.009
strrchr (LI-PaRAD)|23|2.416|2.416|2.419|2.417|0.033|8.864|0.003
strrchr (GNU libc 2.34)|23|2.631|2.648|2.718|2.664|1.197|8.043|0.096
strrchr (Arm OR 23.01)|23|5.016|5.039|5.056|5.039|0.105|4.251|0.004
strrchr (LI-PaRAD)|24|2.354|2.416|2.442|2.416|0.284|9.25|0.027
strrchr (GNU libc 2.34)|24|2.627|2.696|2.718|2.68|1.201|8.342|0.101
strrchr (Arm OR 23.01)|24|5.029|5.039|5.056|5.039|0.097|4.436|0.004
strrchr (LI-PaRAD)|25|2.415|2.416|2.419|2.417|0.032|9.635|0.003
strrchr (GNU libc 2.34)|25|2.632|2.645|2.719|2.662|1.177|8.748|0.102
strrchr (Arm OR 23.01)|25|5.029|5.039|5.056|5.039|0.096|4.621|0.004
strrchr (LI-PaRAD)|26|2.415|2.416|2.427|2.417|0.058|10.02|0.006
strrchr (GNU libc 2.34)|26|2.632|2.639|2.718|2.652|0.992|9.13|0.089
strrchr (Arm OR 23.01)|26|5.026|5.032|5.069|5.037|0.244|4.808|0.012
strrchr (LI-PaRAD)|27|2.415|2.416|2.419|2.416|0.03|10.406|0.003
strrchr (GNU libc 2.34)|27|2.632|2.664|2.718|2.666|1.127|9.432|0.106
strrchr (Arm OR 23.01)|27|5.024|5.031|5.069|5.035|0.217|4.994|0.011
strrchr (LI-PaRAD)|28|2.416|2.416|2.427|2.417|0.055|10.79|0.006
strrchr (GNU libc 2.34)|28|2.632|2.66|2.718|2.673|1.209|9.757|0.118
strrchr (Arm OR 23.01)|28|5.019|5.039|5.056|5.039|0.129|5.175|0.007
strrchr (LI-PaRAD)|29|2.416|2.416|2.434|2.417|0.145|11.172|0.016
strrchr (GNU libc 2.34)|29|2.626|2.673|2.719|2.673|1.169|10.104|0.118
strrchr (Arm OR 23.01)|29|5.021|5.039|5.054|5.038|0.11|5.361|0.006
strrchr (LI-PaRAD)|30|2.415|2.416|2.469|2.417|0.221|11.56|0.025
strrchr (GNU libc 2.34)|30|2.631|2.64|2.717|2.656|1.062|10.521|0.11
strrchr (Arm OR 23.01)|30|5.017|5.031|5.068|5.037|0.259|5.547|0.014
strrchr (LI-PaRAD)|31|2.415|2.416|2.425|2.416|0.046|11.947|0.005
strrchr (GNU libc 2.34)|31|2.632|2.646|2.718|2.66|1.067|10.857|0.115
strrchr (Arm OR 23.01)|31|5.023|5.03|5.067|5.035|0.224|5.735|0.013
strrchr (LI-PaRAD)|32|2.973|3.001|3.022|3.004|0.414|9.922|0.041
strrchr (GNU libc 2.34)|32|2.971|2.991|2.994|2.986|0.26|9.981|0.026
strrchr (Arm OR 23.01)|32|5.967|6.04|6.134|6.038|0.426|4.936|0.021
strrchr (LI-PaRAD)|33|2.964|2.991|3.018|2.99|0.319|10.28|0.033
strrchr (GNU libc 2.34)|33|3.25|3.256|3.299|3.256|0.148|9.439|0.014
strrchr (Arm OR 23.01)|33|5.971|6.022|6.062|6.027|0.318|5.1|0.016
strrchr (LI-PaRAD)|34|2.981|3.071|3.153|3.071|2.023|10.314|0.208
strrchr (GNU libc 2.34)|34|3.252|3.254|3.267|3.255|0.069|9.729|0.007
strrchr (Arm OR 23.01)|34|5.962|6.018|6.08|6.02|0.335|5.26|0.018
strrchr (LI-PaRAD)|35|2.98|3.073|3.153|3.07|2.236|10.622|0.238
strrchr (GNU libc 2.34)|35|3.252|3.254|3.258|3.255|0.052|10.016|0.005
strrchr (Arm OR 23.01)|35|5.998|6.018|6.114|6.022|0.314|5.413|0.017
strrchr (LI-PaRAD)|36|2.964|2.991|3.007|2.989|0.36|11.216|0.04
strrchr (GNU libc 2.34)|36|3.252|3.255|3.266|3.255|0.075|10.3|0.008
strrchr (Arm OR 23.01)|36|5.965|6.037|6.162|6.032|0.422|5.559|0.023
strrchr (LI-PaRAD)|37|2.971|2.991|3.021|2.991|0.303|11.52|0.035
strrchr (GNU libc 2.34)|37|3.252|3.254|3.258|3.255|0.05|10.588|0.005
strrchr (Arm OR 23.01)|37|5.962|6.037|6.06|6.031|0.354|5.714|0.02
strrchr (LI-PaRAD)|38|2.981|3.073|3.153|3.074|2.005|11.518|0.231
strrchr (GNU libc 2.34)|38|3.253|3.254|3.268|3.255|0.075|10.872|0.008
strrchr (Arm OR 23.01)|38|5.87|6.014|6.063|6.017|0.374|5.882|0.022
strrchr (LI-PaRAD)|39|2.982|3.073|3.153|3.07|1.958|11.837|0.232
strrchr (GNU libc 2.34)|39|3.252|3.255|3.264|3.255|0.068|11.158|0.008
strrchr (Arm OR 23.01)|39|5.967|6.018|6.057|6.022|0.278|6.032|0.017
strrchr (LI-PaRAD)|40|2.965|2.99|3.019|2.99|0.345|12.461|0.043
strrchr (GNU libc 2.34)|40|3.252|3.255|3.26|3.255|0.056|11.444|0.006
strrchr (Arm OR 23.01)|40|5.961|6.034|6.059|6.026|0.365|6.182|0.023
strrchr (LI-PaRAD)|41|2.973|3.018|3.152|3.041|1.715|12.562|0.212
strrchr (GNU libc 2.34)|41|3.253|3.255|3.267|3.255|0.068|11.73|0.008
strrchr (Arm OR 23.01)|41|5.911|6.014|6.072|6.019|0.339|6.344|0.022
strrchr (LI-PaRAD)|42|2.981|3.073|3.152|3.068|2.123|12.757|0.271
strrchr (GNU libc 2.34)|42|3.252|3.256|3.266|3.255|0.073|12.015|0.009
strrchr (Arm OR 23.01)|42|5.874|6.016|6.06|6.018|0.402|6.5|0.026
strrchr (LI-PaRAD)|43|2.981|3.072|3.153|3.071|2.061|13.044|0.269
strrchr (GNU libc 2.34)|43|3.252|3.255|3.306|3.256|0.17|12.301|0.021
strrchr (Arm OR 23.01)|43|5.962|6.017|6.073|6.022|0.307|6.65|0.02
strrchr (LI-PaRAD)|44|2.982|3.051|3.152|3.067|2.088|13.368|0.278
strrchr (GNU libc 2.34)|44|3.252|3.254|3.259|3.254|0.051|12.592|0.006
strrchr (Arm OR 23.01)|44|5.998|6.022|6.083|6.025|0.306|6.801|0.021
strrchr (LI-PaRAD)|45|2.968|2.991|3.018|2.991|0.256|14.014|0.036
strrchr (GNU libc 2.34)|45|2.976|2.99|2.996|2.987|0.188|14.032|0.026
strrchr (Arm OR 23.01)|45|5.967|6.035|6.061|6.03|0.339|6.95|0.024
strrchr (LI-PaRAD)|46|2.968|2.991|3.018|2.991|0.305|14.321|0.044
strrchr (GNU libc 2.34)|46|3.245|3.254|3.258|3.254|0.061|13.165|0.008
strrchr (Arm OR 23.01)|46|5.875|6.034|6.07|6.029|0.408|7.106|0.029
strrchr (LI-PaRAD)|47|2.965|2.991|3.021|2.991|0.315|14.635|0.046
strrchr (GNU libc 2.34)|47|2.97|2.983|2.992|2.983|0.247|14.676|0.036
strrchr (Arm OR 23.01)|47|5.899|6.033|6.063|6.025|0.47|7.265|0.034
strrchr (LI-PaRAD)|48|3.541|3.578|3.722|3.598|1.308|12.426|0.159
strrchr (GNU libc 2.34)|48|3.355|3.362|3.391|3.361|0.115|13.299|0.015
strrchr (Arm OR 23.01)|48|6.226|6.344|6.964|6.365|2.122|7.026|0.146
strrchr (LI-PaRAD)|49|3.503|3.591|3.617|3.584|0.536|12.733|0.069
strrchr (GNU libc 2.34)|49|3.358|3.361|3.365|3.361|0.041|13.578|0.006
strrchr (Arm OR 23.01)|49|6.174|6.31|6.924|6.361|2.26|7.177|0.159
strrchr (LI-PaRAD)|50|3.5|3.591|3.611|3.585|0.484|12.988|0.064
strrchr (GNU libc 2.34)|50|3.354|3.361|3.364|3.361|0.05|13.857|0.007
strrchr (Arm OR 23.01)|50|6.171|6.323|6.53|6.349|1.929|7.337|0.14
strrchr (LI-PaRAD)|51|3.546|3.591|3.65|3.589|0.373|13.235|0.049
strrchr (GNU libc 2.34)|51|3.358|3.361|3.411|3.362|0.157|14.129|0.022
strrchr (Arm OR 23.01)|51|6.17|6.328|6.529|6.348|1.82|7.484|0.135
strrchr (LI-PaRAD)|52|3.541|3.595|3.672|3.59|0.493|13.489|0.066
strrchr (GNU libc 2.34)|52|3.358|3.362|3.364|3.361|0.041|14.408|0.006
strrchr (Arm OR 23.01)|52|6.226|6.328|6.866|6.36|2.141|7.618|0.159
strrchr (LI-PaRAD)|53|3.528|3.701|3.723|3.659|1.885|13.493|0.257
strrchr (GNU libc 2.34)|53|3.354|3.362|3.39|3.362|0.192|14.68|0.028
strrchr (Arm OR 23.01)|53|6.181|6.273|6.531|6.336|1.896|7.793|0.146
strrchr (LI-PaRAD)|54|3.531|3.681|3.723|3.657|1.76|13.757|0.244
strrchr (GNU libc 2.34)|54|3.357|3.362|3.366|3.361|0.049|14.962|0.007
strrchr (Arm OR 23.01)|54|6.226|6.356|6.53|6.368|1.925|7.901|0.152
strrchr (LI-PaRAD)|55|3.528|3.696|3.724|3.662|1.77|13.993|0.25
strrchr (GNU libc 2.34)|55|3.361|3.372|3.381|3.37|0.133|15.201|0.02
strrchr (Arm OR 23.01)|55|6.226|6.307|6.53|6.351|1.933|8.069|0.155
strrchr (LI-PaRAD)|56|3.526|3.675|3.722|3.657|1.682|14.266|0.242
strrchr (GNU libc 2.34)|56|3.362|3.367|3.381|3.369|0.132|15.483|0.02
strrchr (Arm OR 23.01)|56|6.226|6.339|6.529|6.346|1.748|8.22|0.143
strrchr (LI-PaRAD)|57|3.532|3.595|3.615|3.587|0.401|14.799|0.06
strrchr (GNU libc 2.34)|57|3.362|3.373|3.375|3.37|0.124|15.752|0.02
strrchr (Arm OR 23.01)|57|6.18|6.354|6.53|6.353|1.815|8.358|0.151
strrchr (LI-PaRAD)|58|3.528|3.708|3.726|3.672|1.713|14.714|0.256
strrchr (GNU libc 2.34)|58|3.364|3.373|3.384|3.37|0.139|16.028|0.022
strrchr (Arm OR 23.01)|58|6.17|6.309|7.035|6.355|2.357|8.505|0.193
strrchr (LI-PaRAD)|59|3.541|3.592|3.622|3.589|0.357|15.311|0.055
strrchr (GNU libc 2.34)|59|3.363|3.372|3.378|3.37|0.125|16.306|0.02
strrchr (Arm OR 23.01)|59|6.17|6.31|6.529|6.34|1.894|8.67|0.163
strrchr (LI-PaRAD)|60|3.505|3.576|3.722|3.595|1.581|15.547|0.242
strrchr (GNU libc 2.34)|60|3.362|3.373|3.401|3.373|0.292|16.566|0.048
strrchr (Arm OR 23.01)|60|6.17|6.314|6.529|6.337|1.798|8.82|0.157
strrchr (LI-PaRAD)|61|3.499|3.591|3.621|3.586|0.433|15.841|0.069
strrchr (GNU libc 2.34)|61|3.362|3.371|3.378|3.369|0.137|16.862|0.023
strrchr (Arm OR 23.01)|61|6.171|6.347|6.552|6.351|1.849|8.949|0.164
strrchr (LI-PaRAD)|62|3.508|3.576|3.722|3.604|1.596|16.025|0.252
strrchr (GNU libc 2.34)|62|3.362|3.373|3.378|3.371|0.129|17.13|0.022
strrchr (Arm OR 23.01)|62|6.18|6.296|6.529|6.337|1.8|9.115|0.162
strrchr (LI-PaRAD)|63|3.509|3.59|3.603|3.587|0.375|16.358|0.062
strrchr (GNU libc 2.34)|63|3.362|3.369|3.38|3.369|0.136|17.415|0.024
strrchr (Arm OR 23.01)|63|6.171|6.387|6.53|6.377|2.011|9.204|0.185
strrchr (LI-PaRAD)|64|4.132|4.14|4.206|4.143|0.368|14.386|0.052
strrchr (GNU libc 2.34)|64|3.684|3.688|3.708|3.692|0.232|16.146|0.037
strrchr (Arm OR 23.01)|64|6.922|7.085|7.52|7.121|1.64|8.372|0.134
strrchr (LI-PaRAD)|65|4.138|4.147|4.324|4.16|0.765|14.554|0.109
strrchr (GNU libc 2.34)|65|3.686|3.699|3.71|3.697|0.232|16.376|0.038
strrchr (Arm OR 23.01)|65|6.923|7.075|7.525|7.113|2.108|8.515|0.175
strrchr (LI-PaRAD)|66|4.138|4.143|4.2|4.147|0.326|14.822|0.048
strrchr (GNU libc 2.34)|66|3.32|3.32|3.669|3.327|1.28|18.481|0.217
strrchr (Arm OR 23.01)|66|6.922|7.075|7.521|7.099|1.359|8.661|0.116
