ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strlen (LI-PaRAD)|64|3.472|3.764|3.813|3.729|2.49|15.993|0.409
strlen (Arm OR 23.01)|64|11.022|11.169|11.251|11.138|0.426|5.351|0.023
strlen (GNU libc 2.39)|64|3.983|4.124|4.191|4.118|0.622|14.474|0.091
strlen (LI-PaRAD)|128|5.317|5.578|5.652|5.553|1.33|21.472|0.29
strlen (Arm OR 23.01)|128|15.405|15.434|15.472|15.434|0.099|7.724|0.008
strlen (GNU libc 2.39)|128|5.14|5.163|5.171|5.161|0.134|23.098|0.031
strlen (LI-PaRAD)|256|8.692|9.294|9.442|9.247|1.866|25.794|0.495
strlen (Arm OR 23.01)|256|23.844|23.862|23.902|23.861|0.033|9.992|0.003
strlen (GNU libc 2.39)|256|7.965|8.098|8.305|8.095|1.023|29.457|0.3
strlen (LI-PaRAD)|512|13.846|13.871|13.931|13.869|0.132|34.381|0.045
strlen (Arm OR 23.01)|512|43.42|43.51|43.568|43.502|0.071|10.961|0.008
strlen (GNU libc 2.39)|512|13.079|13.888|14.363|13.766|2.839|34.666|1.001
strlen (LI-PaRAD)|1024|27.332|27.351|27.43|27.353|0.075|34.866|0.026
strlen (Arm OR 23.01)|1024|82.379|82.412|82.486|82.416|0.025|11.572|0.003
strlen (GNU libc 2.39)|1024|25.378|25.531|26.177|25.621|0.94|37.225|0.347
strlen (LI-PaRAD)|2048|51.966|52.013|52.065|52.006|0.041|36.675|0.015
strlen (Arm OR 23.01)|2048|160.572|160.623|160.683|160.622|0.014|11.875|0.002
strlen (GNU libc 2.39)|2048|46.792|49.482|50.173|49.271|1.676|38.722|0.658
strlen (LI-PaRAD)|4096|101.156|101.394|101.745|101.322|0.173|37.649|0.065
strlen (Arm OR 23.01)|4096|316.347|316.683|316.959|316.644|0.06|12.047|0.007
strlen (GNU libc 2.39)|4096|84.561|97.88|99.701|94.244|5.872|40.62|2.462
strlen (LI-PaRAD)|8192|199.851|199.919|203.821|199.996|0.203|38.148|0.076
strlen (Arm OR 23.01)|8192|628.759|629.038|631.997|629.093|0.055|12.128|0.007
strlen (GNU libc 2.39)|8192|174.808|195.485|198.372|194.518|2.248|39.243|0.932
strlen (LI-PaRAD)|16384|404.368|404.541|405.047|404.545|0.033|37.718|0.013
strlen (Arm OR 23.01)|16384|1260.006|1260.495|1261.433|1260.515|0.02|12.105|0.002
strlen (GNU libc 2.39)|16384|329.5|360.953|386.769|361.084|3.259|42.303|1.396
strlen (LI-PaRAD)|32768|797.802|797.807|806.146|799.18|0.238|38.186|0.091
strlen (Arm OR 23.01)|32768|2507.932|2509.218|2518.322|2510.288|0.089|12.157|0.011
strlen (GNU libc 2.39)|32768|646.579|674.233|800.847|694.244|7.191|44.172|3.009
strlen (LI-PaRAD)|65536|1590.152|1592.835|1600.207|1592.933|0.115|38.316|0.044
strlen (Arm OR 23.01)|65536|5091.169|5128.317|5165.711|5126.057|0.257|11.907|0.031
strlen (GNU libc 2.39)|65536|1350.58|1368.042|1573.12|1399.016|4.418|43.706|1.806
strlen (LI-PaRAD)|131072|3168.126|3171.457|3178.804|3171.086|0.066|38.495|0.026
strlen (Arm OR 23.01)|131072|10104.347|10131.808|10164.06|10131.077|0.108|12.049|0.013
strlen (GNU libc 2.39)|131072|2757.225|2838.951|3166.057|2888.342|4.18|42.334|1.716
strlen (LI-PaRAD)|262144|6320.0|6320.06|6382.85|6331.111|0.277|38.562|0.106
strlen (Arm OR 23.01)|262144|19926.35|19997.55|20042.46|19997.726|0.09|12.208|0.011
