ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
memcpy (GNU libc 2.39)|16777216|491585.5|495092.5|520964.0|495363.931|0.835|31.545|0.257
memcpy (LI-PaRAD)|33554432|1034029.5|1043843.0|1051280.5|1043696.416|0.289|29.942|0.087
memcpy (Arm OR 23.01)|33554432|1005197.0|1014459.0|1129656.0|1017854.47|1.556|30.709|0.446
memcpy (GNU libc 2.39)|33554432|1006429.5|1013265.5|1127983.0|1016899.946|1.559|30.738|0.446
memcpy (LI-PaRAD)|67108864|2382725.0|2389503.0|2403452.5|2389714.698|0.16|26.154|0.042
memcpy (Arm OR 23.01)|67108864|2300073.5|2308185.0|2439812.0|2310493.426|0.625|27.052|0.162
memcpy (GNU libc 2.39)|67108864|2301526.5|2310270.5|2434186.0|2311680.49|0.593|27.038|0.154
memcpy (LI-PaRAD)|134217728|4955394.0|4964365.5|4977600.0|4964304.584|0.087|25.18|0.022
memcpy (Arm OR 23.01)|134217728|4827506.0|4840405.5|4952309.5|4843296.173|0.318|25.809|0.081
memcpy (GNU libc 2.39)|134217728|4834423.5|4843711.5|4962151.5|4846704.723|0.314|25.791|0.08
memcpy (LI-PaRAD)|268435456|10145320.0|10158029.0|10197052.0|10158444.757|0.069|24.61|0.017
memcpy (Arm OR 23.01)|268435456|9924799.5|9934050.0|10086795.0|9938488.901|0.208|25.155|0.052
memcpy (GNU libc 2.39)|268435456|9934143.0|9945027.5|10101274.5|9949040.287|0.203|25.128|0.051
memcpy (LI-PaRAD)|536870912|20669846.5|20686299.5|20723202.5|20686501.153|0.046|24.17|0.011
memcpy (Arm OR 23.01)|536870912|20116752.0|20138066.5|20338199.5|20145574.817|0.148|24.819|0.036
memcpy (GNU libc 2.39)|536870912|20137921.5|20168010.0|20362063.0|20173524.832|0.138|24.785|0.034
