ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncpy (LI-PaRAD)|64|4.39|4.43|4.476|4.431|0.456|13.452|0.061
strncpy (Arm OR 23.01)|64|6.294|6.302|6.452|6.304|0.246|9.455|0.023
strncpy (GNU libc 2.39)|64|6.302|6.309|6.49|6.312|0.291|9.444|0.027
strncpy (LI-PaRAD)|128|6.939|6.956|6.973|6.956|0.096|17.137|0.016
strncpy (Arm OR 23.01)|128|9.129|9.158|9.171|9.158|0.059|13.017|0.008
strncpy (GNU libc 2.39)|128|9.119|9.157|9.165|9.15|0.135|13.028|0.018
strncpy (LI-PaRAD)|256|13.863|13.911|14.016|13.914|0.27|17.135|0.046
strncpy (Arm OR 23.01)|256|15.584|15.596|15.63|15.598|0.05|15.286|0.008
strncpy (GNU libc 2.39)|256|15.564|15.573|15.638|15.574|0.051|15.309|0.008
strncpy (LI-PaRAD)|512|25.792|26.147|27.08|26.168|1.116|18.224|0.201
strncpy (Arm OR 23.01)|512|29.487|29.819|29.977|29.814|0.228|15.994|0.037
strncpy (GNU libc 2.39)|512|29.624|29.853|30.098|29.847|0.201|15.976|0.032
strncpy (LI-PaRAD)|1024|52.374|52.422|52.5|52.424|0.05|18.191|0.009
strncpy (Arm OR 23.01)|1024|61.665|61.746|61.867|61.753|0.058|15.443|0.009
strncpy (GNU libc 2.39)|1024|61.119|61.596|61.906|61.581|0.29|15.487|0.045
strncpy (LI-PaRAD)|2048|102.139|102.221|102.333|102.226|0.044|18.658|0.008
strncpy (Arm OR 23.01)|2048|127.671|128.079|128.394|128.076|0.11|14.892|0.016
strncpy (GNU libc 2.39)|2048|127.461|127.864|128.25|127.849|0.107|14.919|0.016
strncpy (LI-PaRAD)|4096|203.926|204.226|204.728|204.249|0.083|18.677|0.015
