ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strcmp (LI-PaRAD)|64|7.956|7.961|7.969|7.961|0.018|7.487|0.001
strcmp (Arm OR 23.01)|64|14.156|14.199|14.484|14.205|0.288|4.196|0.012
strcmp (GNU libc 2.39)|64|7.913|7.93|8.109|7.937|0.28|7.51|0.021
strcmp (LI-PaRAD)|128|13.093|13.097|13.105|13.097|0.02|9.102|0.002
strcmp (Arm OR 23.01)|128|22.243|22.535|22.831|22.537|0.531|5.29|0.028
strcmp (GNU libc 2.39)|128|14.241|14.271|14.301|14.271|0.077|8.353|0.006
strcmp (LI-PaRAD)|256|21.823|21.829|21.838|21.829|0.012|10.922|0.001
strcmp (Arm OR 23.01)|256|39.011|39.218|39.419|39.217|0.23|6.08|0.014
strcmp (GNU libc 2.39)|256|26.345|26.637|26.809|26.628|0.353|8.954|0.032
strcmp (LI-PaRAD)|512|40.303|40.32|40.418|40.32|0.035|11.826|0.004
strcmp (Arm OR 23.01)|512|72.694|72.978|73.259|72.981|0.193|6.534|0.013
strcmp (GNU libc 2.39)|512|51.876|51.972|52.233|51.979|0.097|9.174|0.009
strcmp (LI-PaRAD)|1024|77.252|77.298|77.735|77.308|0.069|12.336|0.008
strcmp (Arm OR 23.01)|1024|140.621|140.879|141.211|140.886|0.102|6.769|0.007
strcmp (GNU libc 2.39)|1024|102.118|102.418|102.631|102.41|0.071|9.312|0.007
strcmp (LI-PaRAD)|2048|151.211|151.263|151.339|151.259|0.015|12.61|0.002
strcmp (Arm OR 23.01)|2048|276.181|276.396|276.565|276.393|0.026|6.901|0.002
strcmp (GNU libc 2.39)|2048|203.644|204.058|208.822|204.128|0.262|9.344|0.024
strcmp (LI-PaRAD)|4096|298.922|299.239|299.66|299.194|0.063|12.75|0.008
strcmp (Arm OR 23.01)|4096|547.025|547.598|548.11|547.589|0.045|6.966|0.003
strcmp (GNU libc 2.39)|4096|385.186|388.89|402.203|389.235|0.594|9.801|0.057
strcmp (LI-PaRAD)|8192|594.628|595.053|597.249|595.064|0.047|12.821|0.006
strcmp (Arm OR 23.01)|8192|1090.197|1090.671|1091.268|1090.696|0.023|6.995|0.002
strcmp (GNU libc 2.39)|8192|759.356|765.643|771.176|765.696|0.248|9.964|0.025
strcmp (LI-PaRAD)|16384|1195.826|1196.197|1196.798|1196.234|0.016|12.756|0.002
strcmp (Arm OR 23.01)|16384|2182.412|2183.334|2186.67|2183.373|0.021|6.989|0.001
strcmp (GNU libc 2.39)|16384|1522.054|1525.088|1526.872|1524.874|0.054|10.007|0.005
strcmp (LI-PaRAD)|32768|2380.71|2381.792|2388.858|2382.407|0.072|12.81|0.009
strcmp (Arm OR 23.01)|32768|4340.813|4344.026|4349.009|4344.196|0.04|7.025|0.003
strcmp (GNU libc 2.39)|32768|3046.758|3052.213|3072.414|3054.111|0.224|9.992|0.022
strcmp (LI-PaRAD)|65536|4746.274|4750.137|4755.466|4750.21|0.046|12.849|0.006
strcmp (Arm OR 23.01)|65536|8567.973|8599.864|8713.464|8602.133|0.234|7.095|0.017
strcmp (GNU libc 2.39)|65536|6092.839|6128.892|6161.876|6123.317|0.393|9.968|0.039
strcmp (LI-PaRAD)|131072|9483.978|9488.426|9494.556|9488.291|0.021|12.865|0.003
strcmp (Arm OR 23.01)|131072|16672.227|17029.136|17247.342|16978.007|1.063|7.191|0.077
strcmp (GNU libc 2.39)|131072|12210.777|12218.932|12228.852|12218.84|0.027|9.99|0.003
strcmp (LI-PaRAD)|262144|18931.16|18963.51|19053.43|18966.615|0.11|12.872|0.014
strcmp (Arm OR 23.01)|262144|34558.58|34596.63|34636.86|34594.676|0.051|7.057|0.004
strcmp (GNU libc 2.39)|262144|26568.84|26657.9|26976.19|26733.733|0.502|9.133|0.046
strcmp (LI-PaRAD)|524288|37970.32|38101.24|38243.79|38101.834|0.162|12.815|0.021
strcmp (Arm OR 23.01)|524288|68815.94|69025.02|69527.11|69027.99|0.167|7.074|0.012
strcmp (GNU libc 2.39)|524288|53254.68|53899.42|54095.22|53775.824|0.482|9.08|0.044
strcmp (LI-PaRAD)|1048576|75755.02|75848.24|75975.44|75852.975|0.067|12.874|0.009
strcmp (Arm OR 23.01)|1048576|137030.34|137409.82|137721.12|137388.508|0.11|7.108|0.008
strcmp (GNU libc 2.39)|1048576|106318.27|106936.8|107636.67|106949.197|0.336|9.131|0.031
strcmp (LI-PaRAD)|2097152|151309.1|151754.7|152974.7|151847.854|0.298|12.862|0.038
strcmp (Arm OR 23.01)|2097152|273212.3|274355.9|276167.1|274469.776|0.296|7.116|0.021
strcmp (GNU libc 2.39)|2097152|211321.5|216844.6|226742.7|216947.101|1.08|9.004|0.096
strcmp (LI-PaRAD)|4194304|302966.3|303919.3|307941.2|304341.031|0.4|12.835|0.051
strcmp (Arm OR 23.01)|4194304|546491.0|548606.0|552582.9|548638.495|0.198|7.12|0.014
strcmp (GNU libc 2.39)|4194304|424208.1|432716.4|459113.0|432988.82|1.296|9.023|0.114
strcmp (LI-PaRAD)|8388608|608610.7|612980.0|619652.3|612815.421|0.45|12.749|0.057
strcmp (Arm OR 23.01)|8388608|1093506.3|1097127.5|1101184.6|1097225.136|0.13|7.12|0.009
strcmp (GNU libc 2.39)|8388608|852279.3|864104.7|878460.7|863664.252|0.791|9.046|0.071
strcmp (LI-PaRAD)|16777216|1217661.0|1230385.5|1280877.0|1237301.916|1.463|12.631|0.183
strcmp (Arm OR 23.01)|16777216|2190378.0|2198409.0|2206623.0|2198532.005|0.163|7.107|0.012
strcmp (GNU libc 2.39)|16777216|1688309.0|1710427.5|1822875.0|1714019.599|1.061|9.117|0.094
strcmp (LI-PaRAD)|33554432|2438492.0|2501831.0|2631901.0|2501438.391|1.908|12.497|0.237
strcmp (Arm OR 23.01)|33554432|4289331.5|4390044.0|4406314.5|4367895.277|0.837|7.155|0.06
strcmp (GNU libc 2.39)|33554432|3375499.0|3397206.0|3531450.5|3400280.411|0.607|9.191|0.055
strcmp (LI-PaRAD)|67108864|4886002.5|5028257.5|5197462.0|5026933.168|1.379|12.435|0.171
strcmp (Arm OR 23.01)|67108864|8602653.5|8798205.0|8813726.5|8782862.787|0.527|7.116|0.038
strcmp (GNU libc 2.39)|67108864|6750115.0|6768709.0|6935911.0|6781750.624|0.483|9.216|0.044
strcmp (LI-PaRAD)|134217728|9865831.0|10119760.0|10399319.0|10110540.104|1.196|12.365|0.148
strcmp (Arm OR 23.01)|134217728|17363415.5|17580307.5|17605019.5|17576026.916|0.181|7.112|0.013
strcmp (GNU libc 2.39)|134217728|13485331.5|13573796.0|13742905.0|13583396.995|0.417|9.203|0.038
strcmp (LI-PaRAD)|268435456|19859749.0|20199787.5|20792296.0|20205133.059|0.829|12.374|0.102
strcmp (Arm OR 23.01)|268435456|34928504.0|35044530.5|35112992.0|35042384.198|0.101|7.134|0.007
strcmp (GNU libc 2.39)|268435456|26963085.0|27033911.5|27289258.5|27046737.891|0.23|9.243|0.021
strcmp (LI-PaRAD)|536870912|39935900.5|40496256.0|41169983.5|40486826.812|0.608|12.35|0.075
strcmp (Arm OR 23.01)|536870912|68836510.0|69113722.5|70085689.0|69386796.678|0.681|7.206|0.049
strcmp (GNU libc 2.39)|536870912|53947213.0|54054230.0|54660492.0|54071031.851|0.2|9.247|0.018
